scenario,seed,episode,service_level,total_cost,scri_viol
S1,0,121,0.17081400253057782,4330.3,0
S1,0,122,0.16549295774647887,5222.0,2
S1,0,123,0.15539305301645337,5027.0,1
S1,0,124,0.15031098825155495,5360.0,0
S1,0,125,0.12334315169366716,5145.7,3
S1,0,126,0.15172654342518313,5299.3,0
S1,0,127,0.1511627906976744,4837.0,1
S1,0,128,0.12271973466003316,5667.0,2
S1,0,129,0.13672616786935055,4903.0,2
S1,0,130,0.16821345707656613,4759.0,2
S1,0,131,0.14801999231064975,4799.0,0
S1,0,132,0.1609150833656456,4775.0,3
S1,0,133,0.16568241469816272,5558.0,0
S1,0,134,0.0942521631644005,6254.0,5
S1,0,135,0.1551355206847361,5150.0,0
S1,0,136,0.14780100937274693,5095.0,0
S1,0,137,0.13167259786476868,5227.0,1
S1,0,138,0.11268629589240277,5169.0,0
S1,0,139,0.11965811965811966,5532.0,3
S1,0,140,0.15063168124392615,5686.0,0
S1,0,141,0.13856032443393038,5485.0,0
S1,0,142,0.15134736064968624,4970.0,0
S1,0,143,0.12918184829413712,5655.0,0
S1,0,144,0.1786492374727669,4142.0,0
S1,0,145,0.1271186440677966,4855.5,0
S1,0,146,0.1524822695035461,5192.6,0
S1,0,147,0.13367991088005943,5023.0,1
S1,0,148,0.1262039189637994,5704.0,5
S1,0,149,0.1411722659042173,5193.0,0
S1,0,150,0.18159306644655385,4373.0,0
S1,0,151,0.14958734525447043,5363.0,0
S1,0,152,0.13803123864874683,5088.0,0
S1,0,153,0.10479573712255773,5332.0,2
S1,0,154,0.10929974064468322,5115.0,2
S1,0,155,0.0993831391363948,5553.0,2
S1,0,156,0.14636608344549126,5501.0,1
S1,0,157,0.1187980433263452,5381.0,2
S1,0,158,0.15206372194062273,5116.0,1
S1,0,159,0.11949099937926753,6051.3,2
S1,0,160,0.12705798138869004,5261.3,2
S1,0,161,0.14105985512771635,4873.0,0
S1,0,162,0.15785157851578516,4505.0,1
S1,0,163,0.148479427549195,5202.0,2
S1,0,164,0.13639387890884896,5599.0,0
S1,0,165,0.12380323539121822,5700.0,3
S1,0,166,0.12151067323481117,5712.0,2
S1,0,167,0.1465856274579907,5151.0,0
S1,0,168,0.13302589570769777,5265.0,0
S1,0,169,0.13000597728631202,6329.0,4
S1,0,170,0.15376641326883206,5495.7,8
S1,0,171,0.19372336303758234,4649.0,0
S1,0,172,0.1312803889789303,5782.0,1
S1,0,173,0.14516129032258066,5182.0,2
S1,0,174,0.12704174228675136,5217.0,4
S1,0,175,0.1546572934973638,5227.0,0
S1,0,176,0.14919941775836973,5103.0,2
S1,0,177,0.17401861594496154,4529.0,0
S1,0,178,0.15560875512995895,5385.0,1
S1,0,179,0.16339869281045752,5617.0,0
S1,0,180,0.1257029440952696,5678.0,0
S1,0,181,0.15706806282722513,5242.0,0
S1,0,182,0.14874141876430205,4971.0,6
S1,0,183,0.13126491646778043,4703.6,1
S1,0,184,0.1529370872436566,5291.0,0
S1,0,185,0.17783149171270718,5274.0,0
S1,0,186,0.17178658043654002,4559.8,2
S1,0,187,0.12907608695652173,5555.0,4
S1,0,188,0.12905360688285902,5716.0,3
S1,0,189,0.16764132553606237,4687.0,0
S1,0,190,0.14461315979754158,5134.0,2
S1,0,191,0.12429565793834936,5646.0,0
S1,0,192,0.17903767251025737,4874.9,0
S1,0,193,0.14767932489451477,5260.0,2
S1,0,194,0.10825688073394496,5137.0,1
S1,0,195,0.14139827179890024,4719.0,0
S1,0,196,0.1511879049676026,5093.0,0
S1,0,197,0.1508209240168003,4865.0,3
S1,0,198,0.14611546685673557,5194.0,0
S1,0,199,0.1530221882172915,4805.5,1
S1,0,200,0.14094955489614244,5039.0,3
S1,0,201,0.16762060506950122,4479.0,1
S1,0,202,0.095413458319384,5831.0,9
S1,0,203,0.1342281879194631,5011.0,3
S1,0,204,0.11351728955640936,5493.0,8
S1,0,205,0.12186629526462396,5471.0,6
S1,0,206,0.1615326821938392,4961.0,5
S1,0,207,0.15304347826086956,5317.0,2
S1,0,208,0.11982570806100218,5285.0,9
S1,0,209,0.1445877295818679,4725.0,0
S1,0,210,0.11259118300031716,6053.0,4
S1,0,211,0.15245009074410162,5177.0,5
S1,0,212,0.16786570743405277,5310.0,0
S1,0,213,0.13759889920880633,5441.0,3
S1,0,214,0.16264619883040934,5044.0,0
S1,0,215,0.17298735861610112,5514.0,2
S1,0,216,0.17446633825944172,4449.0,0
S1,0,217,0.1645940014630578,4995.0,0
S1,0,218,0.1377952755905512,5160.0,0
S1,0,219,0.1598946576373213,4943.0,6
S1,0,220,0.15103056147832267,5285.0,7
S1,0,221,0.14905597880092747,5550.0,0
S1,0,222,0.10671798460461862,5433.0,2
S1,0,223,0.18181818181818182,4482.0,0
S1,0,224,0.1391941391941392,5177.2,7
S1,0,225,0.14564713670969878,5559.0,0
S1,0,226,0.13204853675945752,5266.0,0
S1,0,227,0.15873015873015872,4713.0,0
S1,0,228,0.18844735764031134,4380.0,0
S1,0,229,0.10578512396694215,5742.0,2
S1,0,230,0.1524798927613941,5520.0,2
S1,0,231,0.12984702952685878,5299.0,4
S1,0,232,0.1326111318640269,5056.0,3
S1,0,233,0.1369625520110957,5376.7,1
S1,0,234,0.15922401171303074,5011.0,1
S1,0,235,0.14751286449399656,5362.0,0
S1,0,236,0.15311909262759923,4898.7,1
S1,0,237,0.15594221930400526,5659.0,4
S1,0,238,0.17567057045712126,4786.0,0
S1,0,239,0.1676946800308404,4750.0,2
S1,0,240,0.16333589546502691,4861.0,5
S1,0,241,0.151018922852984,5139.1,3
S1,0,242,0.1841049945315348,4978.5,0
S1,0,243,0.16602316602316602,4722.0,0
S1,0,244,0.18290406868234416,4885.1,3
S1,0,245,0.18155927376290495,5065.0,0
S1,0,246,0.1293867422899681,5399.0,9
S1,0,247,0.16618497109826588,5073.0,0
S1,0,248,0.18763796909492272,4943.0,3
S1,0,249,0.16544117647058823,5546.0,5
S1,0,250,0.1722860318636532,4930.0,2
S1,0,251,0.1419841840402588,5206.0,3
S1,0,252,0.1746031746031746,4647.0,4
S1,0,253,0.15204003079291764,4778.0,0
S1,0,254,0.16722408026755853,4904.0,0
S1,0,255,0.16106922549691569,5373.0,2
S1,0,256,0.1526566217287867,4726.0,5
S1,0,257,0.16405667412378822,4921.0,0
S1,0,258,0.15421521590130227,5413.0,2
S1,0,259,0.15555555555555556,4937.0,0
S1,0,260,0.12312633832976445,5276.0,0
S1,0,261,0.15604249667994688,5511.0,0
S1,0,262,0.1284758887715593,5319.0,0
S1,0,263,0.12272727272727273,6187.0,0
S1,0,264,0.17097264437689969,4791.0,0
S1,0,265,0.1726568005637773,5163.0,1
S1,0,266,0.16375545851528384,5058.0,1
S1,0,267,0.15311510031678988,5244.0,0
S1,0,268,0.1516812865497076,5114.0,4
S1,0,269,0.17965204236006052,4780.0,0
S1,0,270,0.1566757493188011,5374.0,0
S1,0,271,0.13358133243151843,5556.0,4
S1,0,272,0.13866231647634583,5682.0,0
S1,0,273,0.15881326352530542,5238.0,0
S1,0,274,0.1706422018348624,4962.0,0
S1,0,275,0.150278293135436,5072.0,6
S1,0,276,0.11036468330134357,5969.0,5
S1,0,277,0.1501937984496124,5754.0,3
S1,0,278,0.16556291390728478,5300.0,4
S1,0,279,0.1948288419519301,4969.0,3
S1,0,280,0.1618009145269082,5218.6,0
S1,0,281,0.20058888479941112,4848.8,0
S1,0,282,0.16734972677595628,5328.0,0
S1,0,283,0.16636528028933092,5047.0,0
S1,0,284,0.1908114116339385,4895.0,2
S1,0,285,0.21835826930853214,4388.0,1
S1,0,286,0.15428002654280026,5550.0,0
S1,0,287,0.16417910447761194,4937.0,0
S1,0,288,0.1934790397706915,5069.7,3
S1,0,289,0.17857142857142858,5438.0,2
S1,0,290,0.14845024469820556,5752.0,5
S1,0,291,0.1662667123757285,5326.8,0
S1,0,292,0.14645072363886974,5421.3,4
S1,0,293,0.17344274524431183,4879.0,0
S1,0,294,0.1501766784452297,5217.2,0
S1,0,295,0.14912581419266369,5396.0,0
S1,0,296,0.12800620636152055,4813.0,2
S1,0,297,0.09440947797112181,5194.0,4
S1,0,298,0.20447696943607405,4178.0,0
S1,0,299,0.166015625,4692.0,0
S1,0,300,0.16927083333333334,4918.0,1
S1,0,301,0.18729641693811075,4509.0,5
S1,0,302,0.16566795911173776,5286.0,6
S1,0,303,0.16666666666666666,4552.0,2
S1,0,304,0.17089305402425578,4954.0,0
S1,0,305,0.13879128601546029,5309.0,0
S1,0,306,0.15241882041086813,5533.5,0
S1,0,307,0.15135135135135136,5127.0,0
S1,0,308,0.12308184143222506,5838.0,0
S1,0,309,0.11864406779661017,5527.0,0
S1,0,310,0.11254019292604502,5897.0,4
S1,0,311,0.14446793516560957,5303.0,4
S1,0,312,0.14528703047484054,5231.0,1
S1,0,313,0.1674468851278358,5151.0,3
S1,0,314,0.1504957507082153,5195.0,0
S1,0,315,0.13764747944225955,5211.0,3
S1,0,316,0.12867647058823528,5112.0,4
S1,0,317,0.12855209742895804,5544.0,2
S1,0,318,0.11007462686567164,5027.0,0
S1,0,319,0.14138326327856324,4851.0,0
S1,0,320,0.13099630996309963,5112.0,4
S1,0,321,0.1633215269578906,4624.0,0
S1,0,322,0.15076209410205435,5553.0,0
S1,0,323,0.1243432574430823,5312.0,0
S1,0,324,0.11300481659874027,5125.0,2
S1,0,325,0.12358049432197729,5585.0,0
S1,0,326,0.15771028037383178,4763.0,2
S1,0,327,0.17058377558756635,4853.0,3
S1,0,328,0.1638747268754552,5050.5,2
S1,0,329,0.18786127167630057,5053.6,1
S1,0,330,0.17964071856287425,5469.0,0
S1,0,331,0.19513137557959814,4693.2,4
S1,0,332,0.16192875134940626,5145.0,4
S1,0,333,0.15953716690042075,5261.0,1
S1,0,334,0.16296296296296298,4937.0,0
S1,0,335,0.15985130111524162,4948.5,0
S1,0,336,0.15875980575270826,4887.4,0
S1,0,337,0.157642220699109,5373.0,1
S1,0,338,0.16608729239088452,4745.0,0
S1,0,339,0.15995483628152052,4886.0,0
S1,0,340,0.1717687074829932,5377.0,3
S1,0,341,0.09615384615384616,5225.0,6
S1,0,342,0.166073546856465,4695.0,3
S1,0,343,0.18655266226195102,4643.0,0
S1,0,344,0.18324607329842932,5292.0,6
S1,0,345,0.18113342898134863,5064.7,2
S1,0,346,0.18384879725085912,5247.0,0
S1,0,347,0.16463189049204588,4978.0,0
S1,0,348,0.16481547832318166,5164.3,3
S1,0,349,0.17870036101083034,5032.0,0
S1,0,350,0.22347454333462885,4548.0,0
S1,0,351,0.16199490353112486,5151.0,4
S1,0,352,0.17759562841530055,5378.5,4
S1,0,353,0.18449419568822553,4436.0,4
S1,0,354,0.1712583767684289,4974.0,1
S1,0,355,0.19152542372881357,5307.0,0
S1,0,356,0.17810273715785527,4876.0,1
S1,0,357,0.17534899557371467,5356.0,2
S1,0,358,0.15453296703296704,5391.0,3
S1,0,359,0.19194580353782462,4761.0,0
S1,0,360,0.17083480098626277,5200.0,3
S1,0,361,0.14371446620341125,5944.0,2
S1,0,362,0.19607843137254902,5037.0,1
S1,0,363,0.15924719507781396,5098.0,2
S1,0,364,0.14566181127295758,5853.0,1
S1,0,365,0.16204477113264285,5543.0,4
S1,0,366,0.1835564053537285,4757.0,1
S1,0,367,0.17332452954770552,5545.0,2
S1,0,368,0.15475430759412892,5765.0,0
S1,0,369,0.14157228514323783,5556.0,0
S1,0,370,0.1451310861423221,5900.0,0
S1,0,371,0.13468013468013468,4998.0,3
S1,0,372,0.18449496831904585,4843.0,0
S1,0,373,0.15654118524040253,4958.0,2
S1,0,374,0.13462267728479332,4896.1,0
S1,0,375,0.1356050069541029,5339.0,0
S1,0,376,0.14430960970810103,5695.0,5
S1,0,377,0.11522890065400186,6089.0,3
S1,0,378,0.13561113067981684,5270.0,0
S1,0,379,0.10769774011299435,5326.0,0
S1,0,380,0.11144377910844977,5649.0,1
S1,0,381,0.06882440476190477,5298.0,8
S1,0,382,0.09344012204424104,5076.0,7
S1,0,383,0.14479799785484448,5146.0,0
S1,0,384,0.10402455661664393,5596.0,2
S1,0,385,0.11746143057503507,5401.0,3
S1,0,386,0.114162806088683,5741.0,2
S1,0,387,0.1425925925925926,4997.0,1
S1,0,388,0.1373262739907346,5606.0,0
S1,0,389,0.19184168012924072,4513.0,3
S1,0,390,0.17132867132867133,5217.7,0
S1,0,391,0.178382197103497,5149.0,2
S1,0,392,0.1592099959693672,4559.0,0
S1,0,393,0.16929133858267717,4692.0,2
S1,0,394,0.15280135823429541,5417.0,0
S1,0,395,0.11066027296200664,5184.0,3
S1,0,396,0.12351778656126482,5674.0,0
S1,0,397,0.12083049693669162,5513.0,0
S1,0,398,0.1596767987687572,4827.3,4
S1,0,399,0.13078089461713419,4933.2,0
S1,0,400,0.1928374655647383,4580.9,1
S1,0,401,0.15498652291105122,5473.0,0
S1,0,402,0.20008250825082508,4330.0,0
S1,0,403,0.13141426783479349,6089.0,6
S1,0,404,0.16298239040839266,4860.2,0
S1,0,405,0.13075506445672191,5132.0,3
S1,0,406,0.13326226012793177,5300.0,5
S1,0,407,0.12157534246575342,5527.0,3
S1,0,408,0.1595744680851064,5004.0,2
S1,0,409,0.13967468175388967,5228.0,0
S1,0,410,0.1252884932410155,5763.0,6
S1,0,411,0.16531832571227575,5193.0,0
S1,0,412,0.1560737119217751,4945.0,3
S1,0,413,0.15654118524040253,5058.0,7
S1,0,414,0.15297353042282572,5485.0,5
S1,0,415,0.18082080455099553,4469.0,0
S1,0,416,0.13523131672597866,5247.0,2
S1,0,417,0.19649805447470817,4647.0,2
S1,0,418,0.18525115781973636,5111.0,0
S1,0,419,0.18923933209647495,4897.0,1
S1,0,420,0.18110530246452577,4903.0,3
S1,0,421,0.2144469525959368,4738.0,2
S1,0,422,0.1918819188191882,4952.0,3
S1,0,423,0.18679724338048603,5036.0,2
S1,0,424,0.19328034682080925,4993.0,0
S1,0,425,0.17996289424860853,4972.0,4
S1,0,426,0.19118718135469775,4964.0,0
S1,0,427,0.1932740626207963,4641.0,0
S1,0,428,0.14781491002570693,5796.0,1
S1,0,429,0.2157456472369417,4691.0,0
S1,0,430,0.15332834704562454,4985.0,2
S1,0,431,0.18675123326286117,5125.6,0
S1,0,432,0.18256772673733804,4676.0,3
S1,0,433,0.16274238227146814,5358.0,3
S1,0,434,0.17489375612945407,5580.0,0
S1,0,435,0.21066208082545143,4149.1,1
S1,0,436,0.18532670997325182,4726.0,0
S1,0,437,0.15491452991452992,5159.0,0
S1,0,438,0.15762463343108504,5118.0,5
S1,0,439,0.13063063063063063,6297.0,4
S1,0,440,0.1609442060085837,5209.0,4
S1,0,441,0.16233766233766234,4257.0,1
S1,0,442,0.16088666428316054,5156.0,1
S1,0,443,0.1755669348939283,4950.0,0
S1,0,444,0.15833033465275279,5120.0,1
S1,0,445,0.15215968586387435,5669.1,3
S1,0,446,0.1645234493192133,4840.0,0
S1,0,447,0.16274572993876893,5678.0,0
S1,0,448,0.13274336283185842,5925.0,1
S1,0,449,0.1691948658109685,4684.0,0
S1,0,450,0.16346477923828784,5466.0,1
S1,0,451,0.16278272789581905,5423.0,5
S1,0,452,0.1610978520286396,4795.0,9
S1,0,453,0.1457614115841964,4801.0,0
S1,0,454,0.17304189435336975,4972.0,0
S1,0,455,0.13088189467123715,5975.0,0
S1,0,456,0.18925056775170326,4861.0,4
S1,0,457,0.155956407365652,4939.0,1
S1,0,458,0.16614200769499826,5250.0,2
S1,0,459,0.14906146485093855,5121.0,5
S1,0,460,0.14870538838348496,5343.0,3
S1,0,461,0.16430300933932895,5399.0,5
S1,0,462,0.1532033426183844,5336.0,1
S1,0,463,0.1699298115995567,4926.0,0
S1,0,464,0.16445066480055984,5253.0,2
S1,0,465,0.13565272901372485,5818.0,1
S1,0,466,0.12533232054690469,4983.0,4
S1,0,467,0.14884979702300405,5520.8,3
S1,0,468,0.15765765765765766,4905.0,0
S1,0,469,0.16253351206434316,5515.0,3
S1,0,470,0.1994036526276556,4833.3,3
S1,0,471,0.17258064516129032,5637.0,0
S1,0,472,0.15879017013232513,4922.0,3
S1,0,473,0.18255188316679477,4706.0,0
S1,0,474,0.21401515151515152,4692.0,1
S1,0,475,0.17784552845528456,5336.0,0
S1,0,476,0.18754552075746542,4959.0,1
S1,0,477,0.16946251283806915,5349.0,0
S1,0,478,0.16520566419420094,5425.6,0
S1,0,479,0.15115489130434784,5430.0,0
S1,0,480,0.15557762330354188,5544.0,0
S1,0,481,0.17984263769201947,4880.0,4
S1,0,482,0.1022090339597758,5893.0,8
S1,0,483,0.0918979744936234,5174.0,5
S1,0,484,0.1275601868487244,5228.0,3
S1,0,485,0.15881913303437967,4964.0,1
S1,0,486,0.1827956989247312,4222.0,0
S1,0,487,0.15934250251593424,5529.0,3
S1,0,488,0.18118594436310395,4946.0,0
S1,0,489,0.14840182648401826,5694.0,2
S1,0,490,0.16847826086956522,5137.0,7
S1,0,491,0.12642450142450143,5343.0,4
S1,0,492,0.1414280786478096,5420.0,1
S1,0,493,0.12920353982300886,5247.0,0
S1,0,494,0.15423242467718795,5118.0,1
S1,0,495,0.16233766233766234,5156.0,6
S1,0,496,0.16408902301018483,4979.0,6
S1,0,497,0.15827338129496402,5077.0,0
S1,0,498,0.1295255930087391,5970.0,0
S1,0,499,0.15331010452961671,5337.0,2
S1,0,500,0.18730489073881373,5203.0,0
S1,0,501,0.1734620886981402,5169.5,4
S1,0,502,0.1816160118606375,4963.0,3
S1,0,503,0.15533310321021745,5481.5,9
S1,0,504,0.1481851481851482,5628.0,3
S1,0,505,0.17231861198738171,4755.8,7
S1,0,506,0.16888045540796964,4952.0,9
S1,0,507,0.17532252729077075,5533.0,0
S1,0,508,0.17595307917888564,4988.0,0
S1,0,509,0.18340125972582438,4900.0,0
S1,0,510,0.1835334476843911,5322.0,1
S1,0,511,0.2161327672713238,4636.9,2
S1,0,512,0.16269390843738177,4914.2,3
S1,0,513,0.18452803406671398,5108.0,1
S1,0,514,0.162748643761302,5087.0,0
S1,0,515,0.17235314808301092,5238.0,3
S1,0,516,0.16442451420029897,4954.0,2
S1,0,517,0.19230769230769232,4764.0,1
S1,0,518,0.1625560538116592,4989.0,5
S1,0,519,0.18431514275388508,5021.0,0
S1,0,520,0.19080068143100512,5287.0,0
S1,0,521,0.1688951442646024,5211.0,2
S1,0,522,0.17625899280575538,5048.0,0
S1,0,523,0.1341350601295097,6128.0,2
S1,0,524,0.1907453196750265,5124.0,2
S1,0,525,0.17420435510887772,5427.0,0
S1,0,526,0.12870933142652843,5336.0,8
S1,0,527,0.17611026033690658,4761.2,0
S1,0,528,0.14173497267759563,5538.0,7
S1,0,529,0.12457337883959044,5482.0,1
S1,0,530,0.12797404470079307,5170.0,0
S1,0,531,0.17461964038727523,5256.0,0
S1,0,532,0.14752791068580542,4648.0,2
S1,0,533,0.19082633053221287,5144.0,0
S1,0,534,0.16161616161616163,5458.8,0
S1,0,535,0.19128787878787878,4787.0,0
S1,0,536,0.1355807988274093,5080.0,0
S1,0,537,0.1694915254237288,4601.0,0
S1,0,538,0.17793594306049823,5112.0,1
S1,0,539,0.12699446434386194,5739.0,1
S1,0,540,0.1429605501266739,5093.0,0
S1,0,541,0.09567126725219574,6028.0,0
S1,0,542,0.10107197549770292,6242.0,4
S1,0,543,0.16836197825324448,5194.0,1
S1,0,544,0.13462976813762154,4970.0,0
S1,0,545,0.15017956252040482,5653.0,0
S1,0,546,0.16867897727272727,5174.0,2
S1,0,547,0.11672529581068117,5926.0,3
S1,0,548,0.17537313432835822,4877.0,0
S1,0,549,0.16062884483937115,5389.0,2
S1,0,550,0.1843817787418655,5059.0,2
S1,0,551,0.15318845742785892,5196.0,3
S1,0,552,0.10103011093502377,4840.0,4
S1,0,553,0.12297962052002812,5339.0,2
S1,0,554,0.11070110701107011,5157.0,3
S1,0,555,0.11989630589760207,5799.0,0
S1,0,556,0.18827639751552794,4686.0,0
S1,0,557,0.16037420648179085,5508.0,1
S1,0,558,0.1554498902706657,5080.0,0
S1,0,559,0.1617161716171617,5637.0,3
S1,0,560,0.18362533692722371,5358.0,0
S1,0,561,0.18225331369661266,4994.0,3
S1,0,562,0.1820431247790739,5150.0,1
S1,0,563,0.1494107744107744,4417.3,3
S1,0,564,0.14384920634920634,5595.0,1
S1,0,565,0.11631612492033142,5953.0,2
S1,0,566,0.1744186046511628,5452.0,0
S1,0,567,0.13700947225981056,5544.0,4
S1,0,568,0.1266268026732325,5388.0,4
S1,0,569,0.1520387007601935,5320.0,0
S1,0,570,0.14285714285714285,5157.0,2
S1,0,571,0.16853932584269662,5130.0,7
S1,0,572,0.17188103514870606,4740.8,0
S1,0,573,0.16545454545454547,5022.0,1
S1,0,574,0.1503078594712061,5194.2,7
S1,0,575,0.15558698727015557,5208.7,1
S1,0,576,0.16903313049357674,5483.0,6
S1,0,577,0.17696629213483145,4630.9,7
S1,0,578,0.2012504884720594,4620.0,1
S1,0,579,0.17027863777089783,4725.0,0
S1,0,580,0.16224188790560473,5047.0,3
S1,0,581,0.15855855855855855,5082.0,0
S1,0,582,0.1621808143547274,5303.0,1
S1,0,583,0.16356028908330164,4808.6,0
S1,0,584,0.1374680306905371,5813.0,1
S1,0,585,0.16811484699659993,4911.0,3
S1,0,586,0.18185157972079352,4956.0,1
S1,0,587,0.16375545851528384,5063.0,0
S1,0,588,0.12806439809732895,5198.0,6
S1,0,589,0.20254169976171565,4493.0,0
S1,0,590,0.1382488479262673,5284.0,3
S1,0,591,0.13368983957219252,5571.0,1
S1,0,592,0.12626262626262627,5562.0,0
S1,0,593,0.16277423920736023,5149.0,0
S1,0,594,0.11658518239939827,5000.0,1
S1,0,595,0.15389652914210872,5651.3,2
S1,0,596,0.20262446931686606,4659.3,0
S1,0,597,0.1827485380116959,5099.0,7
S1,0,598,0.17745302713987474,5235.0,0
S1,0,599,0.13693940431359122,5579.0,8
S1,0,600,0.19779383796120198,4762.4,2
S1,0,601,0.1675213675213675,5377.0,3
S1,0,602,0.19424460431654678,4998.3,0
S1,0,603,0.19520680324700426,4716.0,4
S1,0,604,0.16933207902163688,5835.0,0
S1,0,605,0.17053701015965167,5039.0,1
S1,0,606,0.14505417686123734,5289.0,0
