scenario,method,seed,episode,service_level,total_cost,scri_viol,VaR95,TVaR95
S3,qlearning,1,0,0.13911290322580644,5622.5,2,1782.62,1922.4
S3,qlearning,1,1,0.11504747991234478,6215.1,0,1806.1200000000001,1841.6000000000001
S3,qlearning,1,2,0.13173417223751474,5175.1,0,1327.92,1336.6000000000001
S3,qlearning,1,3,0.1467351430667645,6392.900000000001,2,1776.14,1812.2
S3,qlearning,1,4,0.13937282229965156,6165.400000000001,0,1913.1,2002.2
S3,qlearning,1,5,0.11690647482014388,6807.0,1,1608.8400000000001,1625.6000000000001
S3,qlearning,1,6,0.10473901098901099,6955.700000000001,1,2138.2000000000003,2278.2000000000003
S3,qlearning,1,7,0.10326086956521739,7283.1,0,2544.52,2788.8
S3,qlearning,1,8,0.12804626187525817,6107.3,2,1621.0400000000002,1630.6000000000001
S3,qlearning,1,9,0.11806596701649176,6578.85,0,2013.7,2037.4
S3,qlearning,1,10,0.12860483242400625,7494.900000000001,4,2379.08,2496.8
S3,qlearning,1,11,0.14587332053742802,6297.200000000001,1,1765.76,1875.8000000000002
S3,qlearning,1,12,0.10507533703409992,6127.500000000001,0,1639.5400000000002,1648.8000000000002
S3,qlearning,1,13,0.13229430953243929,7070.3,0,2371.56,2607.4
S3,qlearning,1,14,0.1384083044982699,6717.5,0,1794.72,1804.6000000000001
S3,qlearning,1,15,0.14417300760913096,5545.6,0,1624.92,1640.8000000000002
S3,qlearning,1,16,0.13685427910562836,6737.6,2,1974.68,2025.8000000000002
S3,qlearning,1,17,0.11235955056179775,5639.5,0,1467.38,1482.6000000000001
S3,qlearning,1,18,0.1526070368800339,5742.000000000001,0,1495.56,1531.0
S3,qlearning,1,19,0.1340722202359671,5978.900000000001,1,1756.64,1825.6000000000001
S3,qlearning,1,20,0.14,7146.200000000001,1,2008.28,2078.5
S3,qlearning,1,21,0.12284561789512284,6201.8,0,1873.5200000000002,1898.3000000000002
S3,qlearning,1,22,0.1582014987510408,6651.400000000001,1,1953.72,2014.6000000000001
S3,qlearning,1,23,0.11126810314376545,7207.700000000001,2,2177.14,2226.9
S3,qlearning,1,24,0.1377513030528667,6248.500000000001,2,1873.48,1908.4
S3,qlearning,1,25,0.15283842794759825,5885.950000000001,0,1555.16,1608.6000000000001
S3,qlearning,1,26,0.13439813011297233,6543.700000000001,0,2179.0,2259.8
S3,qlearning,1,27,0.13009845288326302,7272.200000000001,0,2419.2,2510.9
S3,qlearning,1,28,0.1631321370309951,5418.1,0,1467.16,1473.0
S3,qlearning,1,29,0.12177121771217712,6938.5,0,2349.3599999999997,2549.0
S3,qlearning,1,30,0.18208455420678107,5267.6,0,1457.5000000000002,1461.8000000000002
S3,qlearning,1,31,0.12268847795163584,6712.3,1,2160.68,2355.4
S3,qlearning,1,32,0.14700339238597815,6369.3,2,2060.52,2193.4
S3,qlearning,1,33,0.15083798882681565,5933.900000000001,0,1691.44,1764.7000000000003
S3,qlearning,1,34,0.14256198347107438,5687.5,1,1899.9,1982.6000000000001
S3,qlearning,1,35,0.15211378901619912,6283.8,0,1848.2600000000002,1935.0000000000002
S3,qlearning,1,36,0.13967468175388967,6690.5,0,2190.48,2329.4
S3,qlearning,1,37,0.10689273866568375,6169.900000000001,0,1692.5400000000002,1743.0000000000002
S3,qlearning,1,38,0.12475247524752475,6258.200000000001,1,2056.08,2212.3
S3,qlearning,1,39,0.14212827988338192,6724.3,0,2154.44,2244.6000000000004
S3,qlearning,1,40,0.14094955489614244,6279.1,2,1505.64,1510.9
S3,qlearning,1,41,0.1500389711613406,6632.800000000001,0,1919.5600000000002,1963.5000000000002
S3,qlearning,1,42,0.1198174210726512,6252.700000000001,1,1870.4,1879.4
S3,qlearning,1,43,0.11263639563533967,6813.900000000001,1,2248.8999999999996,2484.6
S3,qlearning,1,44,0.10341261633919338,7197.200000000001,0,1861.68,1886.5
S3,qlearning,1,45,0.12454873646209386,6294.8,0,1936.9,2012.4
S3,qlearning,1,46,0.12393636699963004,6563.1,2,1957.64,1978.0000000000002
S3,qlearning,1,47,0.1648788239968216,6244.1,0,1669.24,1671.2
S3,qlearning,1,48,0.13157894736842105,6330.400000000001,0,1600.52,1603.9
S3,qlearning,1,49,0.16233766233766234,5235.3,0,1612.72,1688.6000000000001
S3,qlearning,1,50,0.13680154142581888,6039.3,0,1660.54,1692.0
S3,qlearning,1,51,0.14081455805892548,5223.400000000001,0,1631.22,1763.1000000000001
S3,qlearning,1,52,0.11929107021131562,7623.900000000001,0,2125.38,2197.4
S3,qlearning,1,53,0.13878180416345412,5829.1,0,1512.88,1541.9
S3,qlearning,1,54,0.10972379871358305,6576.8,0,2075.42,2237.7000000000003
S3,qlearning,1,55,0.14925373134328357,6754.700000000001,2,2030.8000000000002,2113.6000000000004
S3,qlearning,1,56,0.14551333872271624,6248.3,3,1863.78,1890.0
S3,qlearning,1,57,0.14472640761300556,6215.700000000001,0,1846.92,1906.4
S3,qlearning,1,58,0.1378809869375907,6930.3,1,2150.44,2269.2000000000003
S3,qlearning,1,59,0.16456180635285114,6732.400000000001,0,1960.3200000000002,1964.1000000000001
S3,qlearning,1,60,0.12989457831325302,6344.000000000001,6,1740.6200000000001,1805.6000000000001
S3,qlearning,1,61,0.15582916506348596,6022.0,2,1624.66,1668.5000000000002
S3,qlearning,1,62,0.14582500998801437,5536.8,0,1427.84,1451.0
S3,qlearning,1,63,0.13348588863463004,7227.8,1,2272.5800000000004,2309.8
S3,qlearning,1,64,0.14382740711146624,5303.5,0,1468.16,1536.8000000000002
S3,qlearning,1,65,0.11309925725860905,6730.200000000001,1,1856.6600000000003,1867.0000000000002
S3,qlearning,1,66,0.1352918438345574,6630.6,3,1981.3600000000001,2043.4
S3,qlearning,1,67,0.13335769090244792,6517.900000000001,3,2052.68,2233.3
S3,qlearning,1,68,0.13178294573643412,6516.700000000001,0,1822.0000000000002,1831.0000000000002
S3,qlearning,1,69,0.14728385615914308,6934.000000000001,3,1827.26,1864.6000000000001
