service_level,total_cost,scri_viol,VaR95,TVaR95,scenario,method,seed,episode
0.13709677419354838,5037.5,1,1519.2,1619.8000000000002,S3,dqn,1,0
0.1095690284879474,5646.1,0,1470.2000000000003,1474.2000000000003,S3,dqn,1,1
0.14353126228863547,5124.1,0,1341.0000000000002,1353.6000000000001,S3,dqn,1,2
0.14306676449009537,5574.700000000001,5,1479.96,1495.4,S3,dqn,1,3
0.1200154858691444,5283.1,0,1429.0800000000002,1469.6000000000001,S3,dqn,1,4
0.12050359712230216,5729.5,1,1570.0400000000002,1617.8000000000002,S3,dqn,1,5
0.11160714285714286,5996.900000000001,1,1650.68,1675.8000000000002,S3,dqn,1,6
0.13949275362318841,5592.5,0,1561.28,1570.4,S3,dqn,1,7
0.11358942585708386,5012.700000000001,2,1389.8000000000002,1390.4,S3,dqn,1,8
0.08620689655172414,5566.1,0,1633.44,1695.2,S3,dqn,1,9
0.11496492595479345,5310.700000000001,4,1514.52,1529.0,S3,dqn,1,10
0.15355086372360843,5232.5,0,1423.48,1445.2,S3,dqn,1,11
0.12291831879460745,5143.900000000001,0,1317.1200000000001,1321.2,S3,dqn,1,12
0.11598405219282348,5668.3,0,1506.92,1524.6000000000001,S3,dqn,1,13
0.11418685121107267,5944.5,0,1516.16,1535.2,S3,dqn,1,14
0.11013215859030837,5145.900000000001,0,1412.24,1436.4,S3,dqn,1,15
0.14841942945258288,5281.3,5,1579.6000000000001,1596.6000000000001,S3,dqn,1,16
0.1491669895389384,5203.700000000001,0,1371.24,1408.6000000000001,S3,dqn,1,17
0.16532428995337006,4694.3,0,1273.88,1308.2,S3,dqn,1,18
0.11083303539506614,5792.900000000001,2,1553.64,1569.6000000000001,S3,dqn,1,19
0.13272727272727272,5613.5,2,1523.68,1544.8000000000002,S3,dqn,1,20
0.10634396773010635,5618.900000000001,0,1625.16,1650.0,S3,dqn,1,21
0.15611990008326396,4863.900000000001,3,1361.0,1403.2,S3,dqn,1,22
0.12363122571529495,5816.700000000001,2,1652.96,1655.2,S3,dqn,1,23
0.12099776619508563,5517.700000000001,2,1447.28,1462.0,S3,dqn,1,24
0.10520047637951568,5209.8,0,1384.0,1391.4,S3,dqn,1,25
0.1168679392286716,5269.900000000001,0,1520.96,1533.6000000000001,S3,dqn,1,26
0.1090014064697609,5872.3,0,1770.0000000000002,1832.0000000000002,S3,dqn,1,27
0.1407014681892333,4952.900000000001,0,1409.7600000000002,1415.8000000000002,S3,dqn,1,28
0.11808118081180811,5570.5,0,1641.96,1737.0,S3,dqn,1,29
0.14231896190874843,4815.3,0,1229.2,1234.4,S3,dqn,1,30
0.14046941678520625,5683.900000000001,0,1601.28,1655.4,S3,dqn,1,31
0.12815680361854503,5405.1,0,1502.2800000000002,1513.0000000000002,S3,dqn,1,32
0.13594040968342644,5436.5,0,1389.16,1406.4,S3,dqn,1,33
0.1652892561983471,4827.0,1,1421.68,1442.4,S3,dqn,1,34
0.12050572896088503,5189.700000000001,0,1442.24,1494.0,S3,dqn,1,35
0.10077793493635077,5862.1,0,1600.92,1646.0,S3,dqn,1,36
0.1013638039071139,5606.1,0,1405.0800000000002,1437.6000000000001,S3,dqn,1,37
0.13663366336633664,5121.5,1,1483.8,1568.0,S3,dqn,1,38
0.11661807580174927,5625.3,0,1619.0,1664.4,S3,dqn,1,39
0.12425816023738873,5550.700000000001,2,1485.68,1514.0,S3,dqn,1,40
0.12860483242400625,5221.700000000001,0,1436.96,1456.4,S3,dqn,1,41
0.13503233168505135,5358.3,1,1602.88,1657.6000000000001,S3,dqn,1,42
0.11967617036254839,5845.700000000001,1,1701.32,1791.0,S3,dqn,1,43
0.10168907273354016,6025.700000000001,0,1571.76,1616.2,S3,dqn,1,44
0.13176895306859207,5633.5,0,1566.8799999999999,1625.0,S3,dqn,1,45
0.14243433222345542,5497.1,2,1560.7600000000002,1577.8000000000002,S3,dqn,1,46
0.18077075883988875,4958.900000000001,0,1361.96,1365.0,S3,dqn,1,47
0.12776506483600306,5343.900000000001,0,1387.2,1396.6000000000001,S3,dqn,1,48
0.13636363636363635,4671.5,0,1409.2800000000002,1432.8000000000002,S3,dqn,1,49
0.1252408477842004,5286.5,0,1359.7200000000003,1370.8000000000002,S3,dqn,1,50
0.16031195840554593,4611.1,0,1177.2000000000003,1194.8000000000002,S3,dqn,1,51
0.11077027948193592,6032.3,0,1575.2,1605.4,S3,dqn,1,52
0.13685427910562836,5248.3,0,1421.0000000000002,1457.8000000000002,S3,dqn,1,53
0.12864169504351117,5379.1,0,1539.2,1567.6000000000001,S3,dqn,1,54
0.11016346837242359,5799.3,1,1609.2800000000002,1643.8000000000002,S3,dqn,1,55
0.14349232012934518,5040.3,4,1362.72,1372.4,S3,dqn,1,56
0.18041237113402062,4994.900000000001,0,1314.3600000000001,1321.6000000000001,S3,dqn,1,57
0.1542089985486212,5541.700000000001,1,1598.64,1646.8000000000002,S3,dqn,1,58
