service_level,total_cost,scri_viol,VaR95,TVaR95,scenario,method,seed,episode
0.10667903525046382,9034.030621452985,3,2704.7244971623877,2888.0306214529846,S2,dqn,1,0
0.08837627321749551,9458.64999982653,3,2324.789999884916,2342.599999866017,S2,dqn,1,1
0.10678759508484494,9520.549999930001,1,2616.9,2634.0,S2,dqn,1,2
0.11107584893684544,8843.159385392353,6,2525.6996823164436,2594.4463420632883,S2,dqn,1,3
0.08565310492505353,9281.417535444689,2,2625.5340283557516,2741.9175354446897,S2,dqn,1,4
0.09600731484303567,9280.09999986571,2,2550.7,2624.5,S2,dqn,1,5
0.10184595798854233,8828.930850750008,5,2498.9199998415484,2512.1499998019353,S2,dqn,1,6
0.11517828968128747,8819.04999994762,1,2391.839999958095,2460.549999947619,S2,dqn,1,7
0.09796806966618288,7742.371052578037,1,2216.17684206243,2290.9710525780374,S2,dqn,1,8
0.0711864406779661,8498.749999511372,5,2267.3199997128104,2305.649999641013,S2,dqn,1,9
0.08307372793354102,8238.549999908333,1,2326.5399999266665,2415.049999908333,S2,dqn,1,10
0.15308075009567546,7065.099999718511,2,2017.1999999999998,2091.0,S2,dqn,1,11
0.09636363636363636,7756.0499999358335,1,2346.339999948667,2355.5499999358335,S2,dqn,1,12
0.10734652801073465,8303.5,0,2180.8,2233.5,S2,dqn,1,13
0.08750994431185362,10715.151643395331,6,2725.379791594756,2771.5499999407693,S2,dqn,1,14
0.08603896103896104,8716.0,0,2505.7,2572.5,S2,dqn,1,15
0.12405237767057202,8001.5,0,2484.2,2650.5,S2,dqn,1,16
0.12647262647262647,7975.549999944605,1,2043.7399999556833,2064.049999944604,S2,dqn,1,17
0.1071776550828191,8635.0,0,2473.1,2622.5,S2,dqn,1,18
0.0855568445475638,9849.020754109648,9,2675.544150864288,2694.5,S2,dqn,1,19
0.10869565217391304,8348.5,0,2285.0,2379.5,S2,dqn,1,20
0.0893407270486753,9147.04999989,1,2626.5,2640.5,S2,dqn,1,21
0.12753433616742968,8441.917081244308,6,2128.6134162182657,2138.0499999490066,S2,dqn,1,22
0.12092710782667114,8245.014285478635,3,2186.402857095727,2188.0,S2,dqn,1,23
0.09665792922673656,8605.249999724787,2,2554.1,2624.5,S2,dqn,1,24
0.0899830220713073,8331.911009699686,2,2366.6012402641763,2459.2515503302207,S2,dqn,1,25
0.08882428940568475,8768.5,0,2534.4,2554.5,S2,dqn,1,26
0.11460258780036968,7500.0,0,1979.6,1995.0,S2,dqn,1,27
0.11171293161814488,8241.293518341856,3,2115.5399999675788,2142.5499999594736,S2,dqn,1,28
0.1064875491480996,8512.5,0,2207.5,2240.5,S2,dqn,1,29
