service_level,total_cost,scri_viol,VaR95,TVaR95,scenario,method,seed,episode
0.13424052960647298,5511.3,0,1518.5200000000002,1568.2000000000003,S3,dqn,2,0
0.16750418760469013,4751.1,0,1194.1200000000001,1217.0,S3,dqn,2,1
0.14380992080033347,4856.3,0,1192.4,1197.8000000000002,S3,dqn,2,2
0.11363636363636363,5640.1,1,1470.4,1480.8000000000002,S3,dqn,2,3
0.14274540477121628,5187.900000000001,1,1530.8,1573.2,S3,dqn,2,4
0.12299282541851725,6011.900000000001,1,1551.8000000000002,1560.6000000000001,S3,dqn,2,5
0.12333594361785434,5223.3,0,1363.1200000000001,1381.4,S3,dqn,2,6
0.1273434736469756,5831.900000000001,5,1566.4800000000002,1601.0000000000002,S3,dqn,2,7
0.1404707668944571,5324.55,0,1620.6,1689.2,S3,dqn,2,8
0.13718946978123842,5472.650000000001,0,1455.68,1515.0,S3,dqn,2,9
0.11551155115511551,5633.900000000001,2,1547.76,1599.2,S3,dqn,2,10
0.1,6039.5,0,1531.4,1556.0000000000002,S3,dqn,2,11
0.12124711316397228,5320.1,0,1307.06,1312.0,S3,dqn,2,12
0.16499582289055972,4760.3,0,1287.8400000000001,1334.4,S3,dqn,2,13
0.15102698348771648,5011.1,2,1324.3200000000002,1333.4,S3,dqn,2,14
0.11308281141266527,5915.3,0,1656.1200000000001,1719.8000000000002,S3,dqn,2,15
0.1358695652173913,5274.700000000001,4,1423.0,1444.2,S3,dqn,2,16
0.12894468951476076,5994.900000000001,0,1614.92,1649.0,S3,dqn,2,17
0.12965668371073777,5597.1,2,1516.8400000000001,1551.8000000000002,S3,dqn,2,18
0.14863258026159334,5068.1,0,1461.2800000000002,1502.0000000000002,S3,dqn,2,19
0.1306497175141243,5753.900000000001,0,1393.3200000000002,1407.6000000000001,S3,dqn,2,20
0.12537993920972645,5413.900000000001,3,1601.72,1608.6000000000001,S3,dqn,2,21
0.1437216338880484,5354.3,0,1628.36,1728.4,S3,dqn,2,22
0.15722049689440995,5185.700000000001,1,1344.0800000000002,1354.6000000000001,S3,dqn,2,23
0.12979683972911965,5421.1,0,1598.8400000000001,1683.2000000000003,S3,dqn,2,24
0.13858891288696903,5640.1,0,1519.88,1548.0000000000002,S3,dqn,2,25
0.15007598784194529,5304.900000000001,1,1378.88,1392.4,S3,dqn,2,26
0.14066951566951566,5681.1,0,1630.8799999999999,1704.0,S3,dqn,2,27
0.12350299401197605,5454.900000000001,0,1418.24,1428.4,S3,dqn,2,28
0.14863258026159334,5068.1,0,1375.64,1390.2,S3,dqn,2,29
0.11869978086194302,5601.85,0,1456.68,1461.8000000000002,S3,dqn,2,30
0.13307310149041873,5779.1,3,1481.3600000000001,1486.4,S3,dqn,2,31
0.12122276879831342,5814.700000000001,0,1675.9600000000003,1683.8000000000002,S3,dqn,2,32
0.16077898550724637,4439.1,0,1241.3600000000001,1253.8000000000002,S3,dqn,2,33
0.14232209737827714,5423.25,2,1636.16,1723.6000000000001,S3,dqn,2,34
0.11532738095238096,5519.1,0,1547.3200000000002,1621.0000000000002,S3,dqn,2,35
0.09970993473531545,5705.1,0,1518.5200000000002,1521.8000000000002,S3,dqn,2,36
0.11023294509151414,4964.55,0,1374.2400000000002,1385.8000000000002,S3,dqn,2,37
0.12643224022125643,5161.700000000001,0,1367.68,1369.2,S3,dqn,2,38
0.08391608391608392,6033.5,4,1674.8400000000001,1704.6000000000001,S3,dqn,2,39
0.15011119347664936,5432.1,0,1513.4,1524.4,S3,dqn,2,40
0.1706827309236948,4948.0,0,1373.3200000000002,1378.2,S3,dqn,2,41
0.12322628827483197,5519.1,4,1514.52,1546.4,S3,dqn,2,42
0.14553429027113238,5057.1,0,1434.92,1494.4,S3,dqn,2,43
0.1356907894736842,4966.900000000001,2,1379.5200000000002,1387.8000000000002,S3,dqn,2,44
0.1190033469691335,5509.3,0,1426.52,1429.0,S3,dqn,2,45
0.13375295043273014,5176.900000000001,0,1405.56,1447.2,S3,dqn,2,46
0.09778112072207597,5525.3,0,1506.08,1531.2,S3,dqn,2,47
0.1386986301369863,5915.500000000001,0,1521.64,1521.8000000000002,S3,dqn,2,48
0.15064562410329985,5607.1,0,1491.0800000000002,1535.8000000000002,S3,dqn,2,49
0.11965192168237854,5639.1,0,1540.44,1549.2,S3,dqn,2,50
0.14240506329113925,5112.1,0,1276.92,1292.8000000000002,S3,dqn,2,51
0.12874711760184473,5302.900000000001,1,1539.68,1596.0,S3,dqn,2,52
0.13754912468738836,5696.3,1,1476.2400000000002,1479.8000000000002,S3,dqn,2,53
0.11528449237634808,5548.3,1,1574.52,1612.6000000000001,S3,dqn,2,54
0.1377467105263158,4956.900000000001,1,1384.7,1440.0,S3,dqn,2,55
0.15649762282091917,5118.3,4,1284.7400000000002,1292.8000000000002,S3,dqn,2,56
0.16922471467926015,5041.700000000001,0,1363.64,1385.0,S3,dqn,2,57
0.13126491646778043,5963.1,0,1655.0800000000002,1706.4,S3,dqn,2,58
0.12459371614301191,5740.3,4,1588.48,1636.8000000000002,S3,dqn,2,59
0.17470881863560733,4762.8,0,1356.4,1378.3000000000002,S3,dqn,2,60
0.12757777001048584,5823.700000000001,0,1510.4,1514.0,S3,dqn,2,61
0.1099290780141844,5824.5,0,1685.48,1771.6000000000001,S3,dqn,2,62
0.14210756449497158,4623.900000000001,0,1260.6000000000001,1311.6000000000001,S3,dqn,2,63
0.154477903793508,5161.900000000001,3,1378.16,1393.0,S3,dqn,2,64
0.14255543822597677,5741.700000000001,0,1600.48,1604.2,S3,dqn,2,65
0.18335393489905233,4772.900000000001,0,1392.36,1454.2,S3,dqn,2,66
0.11796042617960426,5396.1,0,1399.2800000000002,1400.4,S3,dqn,2,67
0.15560165975103735,4832.5,1,1301.56,1317.2,S3,dqn,2,68
0.13721804511278196,5431.500000000001,2,1542.6000000000001,1584.2000000000003,S3,dqn,2,69
0.1812027080844285,4945.700000000001,0,1518.48,1567.2,S3,dqn,2,70
0.14105419450631032,5438.3,0,1523.68,1533.2,S3,dqn,2,71
