scenario,method,seed,total_cost,service_level,scri_viol,VaR95,TVaR95
S1,"sS(s=25,S=85)",42,4259.3240000000005,0.5517560757935406,1.26,1217.08,1256.986
S1,"sS(s=25,S=90)",42,4253.248,0.5596764496382471,1.24,1235.3111999999999,1277.98
S1,"sS(s=25,S=95)",42,4224.3,0.5745705292922377,1.18,1243.3936,1289.0439999999999
S1,"sS(s=30,S=100)",42,4137.164000000001,0.6137978121729651,1.06,1222.4568,1267.6580000000001
S1,"sS(s=30,S=35)",42,4751.968,0.31595245622030016,1.62,1293.1304,1326.9379999999999
S1,"sS(s=30,S=40)",42,4665.1,0.35282632674907327,1.56,1272.1324,1306.798
S1,"sS(s=30,S=45)",42,4583.1,0.3877424482705735,1.44,1253.46,1289.182
S1,"sS(s=30,S=50)",42,4512.608,0.418439464847838,1.42,1242.5336,1279.318
S1,"sS(s=30,S=55)",42,4449.63,0.44659466242878404,1.38,1235.7432,1273.4560000000001
S1,"sS(s=30,S=60)",42,4391.958,0.4724025597138119,1.3,1227.7276,1265.388
S1,"sS(s=30,S=65)",42,4356.86,0.49092031547092785,1.36,1226.4104,1264.692
S1,"sS(s=30,S=70)",42,4311.108,0.5134575729895708,1.26,1221.156,1260.512
S1,"sS(s=30,S=75)",42,4268.032,0.536209682097858,1.24,1217.7192,1260.088
S1,"sS(s=30,S=80)",42,4234.892,0.5546265749143482,1.24,1212.6268,1254.86
S1,"sS(s=30,S=85)",42,4216.03,0.5683598152626365,1.26,1209.3392,1250.218
S1,"sS(s=30,S=90)",42,4188.374,0.5846040651665797,1.18,1210.274,1251.32
S1,"sS(s=30,S=95)",42,4170.202,0.5974059083074438,1.16,1229.4324,1275.496
S1,"sS(s=35,S=100)",42,4139.53,0.6160422823549401,1.04,1225.6951999999999,1271.836
S1,"sS(s=35,S=40)",42,4663.78,0.35322622391819314,1.54,1271.7284,1306.3980000000001
S1,"sS(s=35,S=45)",42,4581.306,0.38839957492686933,1.44,1253.206,1288.942
S1,"sS(s=35,S=50)",42,4510.842000000001,0.4193863317907444,1.42,1242.0031999999999,1278.75
S1,"sS(s=35,S=55)",42,4445.952,0.44806170782319504,1.36,1234.0824,1271.93
S1,"sS(s=35,S=60)",42,4387.764,0.47433940334631314,1.26,1227.3408,1265.454
S1,"sS(s=35,S=65)",42,4347.316,0.49508857265400075,1.34,1222.1824,1259.922
S1,"sS(s=35,S=70)",42,4306.968,0.5162497961105821,1.22,1219.47,1258.132
S1,"sS(s=35,S=75)",42,4264.5,0.5376301225172216,1.2,1216.8832,1257.942
S1,"sS(s=35,S=80)",42,4229.258,0.5576763873266404,1.2,1209.4528,1250.256
S1,"sS(s=35,S=85)",42,4204.502,0.5727804829744332,1.2,1209.4944,1251.992
S1,"sS(s=35,S=90)",42,4180.054,0.5884604971220895,1.18,1207.9443999999999,1250.188
S1,"sS(s=35,S=95)",42,4160.378,0.6021922273650611,1.12,1219.4592,1263.152
S1,"sS(s=40,S=100)",42,4077.35,0.6379738045840155,1.0,1200.3828,1244.39
S1,"sS(s=40,S=45)",42,4575.876,0.39037517775013447,1.44,1252.4772,1288.274
S1,"sS(s=40,S=50)",42,4497.294,0.424290320877816,1.42,1238.6276,1275.19
S1,"sS(s=40,S=55)",42,4426.534000000001,0.4552275456466031,1.36,1230.4892,1268.298
S1,"sS(s=40,S=60)",42,4365.452,0.48285326897235736,1.26,1223.8508,1263.024
S1,"sS(s=40,S=65)",42,4314.26,0.5074138252785062,1.28,1215.7288,1254.434
S1,"sS(s=40,S=70)",42,4275.3240000000005,0.5281088993722121,1.22,1211.5167999999999,1250.97
S1,"sS(s=40,S=75)",42,4228.83,0.5514309458370781,1.22,1209.4668,1250.9180000000001
S1,"sS(s=40,S=80)",42,4184.536,0.5745369853305562,1.22,1202.6152,1245.8
S1,"sS(s=40,S=85)",42,4154.032,0.5916373475684513,1.18,1200.9152,1244.858
S1,"sS(s=40,S=90)",42,4127.162,0.6081130467503146,1.18,1199.2931999999998,1243.0639999999999
S1,"sS(s=40,S=95)",42,4107.09,0.6212551232747614,1.06,1200.7012,1243.822
S1,"sS(s=45,S=100)",42,4067.228,0.642523410572138,1.0,1194.0548,1237.008
S1,"sS(s=45,S=50)",42,4496.8279999999995,0.42452215503576585,1.42,1238.5556,1275.21
S1,"sS(s=45,S=55)",42,4424.536,0.45595997677281713,1.36,1228.8708,1266.4
S1,"sS(s=45,S=60)",42,4363.458,0.4839252578481471,1.26,1222.2772,1261.15
S1,"sS(s=45,S=65)",42,4308.948,0.5096006751027481,1.22,1214.6744,1253.3419999999999
S1,"sS(s=45,S=70)",42,4263.102,0.5323763489396355,1.16,1207.402,1246.572
S1,"sS(s=45,S=75)",42,4222.146000000001,0.5545832978412787,1.18,1206.3568,1246.9160000000002
S1,"sS(s=45,S=80)",42,4179.1179999999995,0.5767366796456407,1.22,1201.5172,1245.208
S1,"sS(s=45,S=85)",42,4144.32,0.5959651340194858,1.16,1198.1688,1240.9460000000001
S1,"sS(s=45,S=90)",42,4122.3279999999995,0.6109334877469152,1.18,1197.8952,1241.402
S1,"sS(s=45,S=95)",42,4091.478,0.628061792168448,1.0,1195.5844,1238.988
S1,"sS(s=5,S=10)",42,5273.638000000001,0.10646956613894953,2.6,1439.98,1470.14
S1,"sS(s=5,S=100)",42,4270.516,0.557423147639065,1.24,1254.426,1300.614
S1,"sS(s=5,S=15)",42,5156.612,0.1504037428378989,1.76,1404.5432,1435.0
S1,"sS(s=5,S=20)",42,5049.778,0.1932883424950256,1.68,1373.7335999999998,1404.7979999999998
S1,"sS(s=5,S=25)",42,4949.164000000001,0.23412072068639755,1.66,1344.4448000000002,1375.9620000000002
S1,"sS(s=5,S=30)",42,4853.438,0.2736678924994126,1.7,1320.5128,1353.872
S1,"sS(s=5,S=35)",42,4773.588,0.3080300004817535,1.7,1299.0228,1332.6760000000002
S1,"sS(s=5,S=40)",42,4698.022,0.34010734057968134,1.58,1283.7116,1320.7220000000002
S1,"sS(s=5,S=45)",42,4626.52,0.3705850318224766,1.5,1263.684,1299.464
S1,"sS(s=5,S=50)",42,4575.934,0.3934348776073605,1.6,1258.1616000000001,1294.632
S1,"sS(s=5,S=55)",42,4524.446,0.41744564406582896,1.6,1253.1732,1288.762
S1,"sS(s=5,S=60)",42,4482.432,0.4384062921580644,1.52,1250.7028,1288.698
S1,"sS(s=5,S=65)",42,4432.898,0.46042787669290264,1.46,1246.5312,1285.316
S1,"sS(s=5,S=70)",42,4402.482,0.4762928961405891,1.46,1250.6572,1292.3339999999998
S1,"sS(s=5,S=75)",42,4369.084,0.49400472959906566,1.46,1248.0544,1289.16
S1,"sS(s=5,S=80)",42,4340.432,0.5120835614060113,1.46,1246.7731999999999,1289.118
S1,"sS(s=5,S=85)",42,4313.394,0.5233671564585076,1.36,1245.1584,1289.004
S1,"sS(s=5,S=90)",42,4290.732,0.535598463388801,1.3,1254.032,1301.3519999999999
S1,"sS(s=5,S=95)",42,4281.304,0.5452236686065409,1.28,1253.4184,1300.21
S1,"sS(s=50,S=100)",42,4041.3759999999997,0.6536484955986045,0.96,1190.8296,1239.072
S1,"sS(s=50,S=55)",42,4418.3679999999995,0.45834855556792164,1.36,1227.502,1265.08
S1,"sS(s=50,S=60)",42,4352.755999999999,0.4878813358093417,1.24,1221.1576,1260.29
S1,"sS(s=50,S=65)",42,4292.838,0.5160730587593327,1.22,1213.1908,1253.116
S1,"sS(s=50,S=70)",42,4239.4,0.5412765018934426,1.18,1204.3316,1245.228
S1,"sS(s=50,S=75)",42,4194.438,0.5646235332611474,1.12,1201.63,1243.96
S1,"sS(s=50,S=80)",42,4150.476,0.5873502239523184,1.12,1194.9164,1238.776
S1,"sS(s=50,S=85)",42,4109.452,0.6089161121649487,1.12,1190.9759999999999,1236.9660000000001
S1,"sS(s=50,S=90)",42,4085.758,0.6242665827677654,1.12,1186.5231999999999,1232.778
S1,"sS(s=50,S=95)",42,4059.192,0.6402645290138311,1.08,1192.1576,1239.41
S1,"sS(s=55,S=100)",42,4031.5440000000003,0.657545068946692,0.96,1186.2012,1233.624
S1,"sS(s=55,S=60)",42,4350.988,0.4884965507603421,1.24,1219.9484,1258.874
S1,"sS(s=55,S=65)",42,4291.5960000000005,0.516601795648854,1.22,1213.1316,1252.922
S1,"sS(s=55,S=70)",42,4235.424,0.5435070705947525,1.14,1204.874,1245.354
S1,"sS(s=55,S=75)",42,4187.562,0.5669864145571054,1.1,1198.1996,1240.346
S1,"sS(s=55,S=80)",42,4145.576,0.5890162564292194,1.12,1196.2328,1240.444
S1,"sS(s=55,S=85)",42,4105.794,0.6111944138199603,1.1,1188.0223999999998,1232.978
S1,"sS(s=55,S=90)",42,4077.094,0.628097915084392,1.06,1185.9096,1232.146
S1,"sS(s=55,S=95)",42,4055.2859999999996,0.6428768913735999,1.04,1193.0716,1241.372
S1,"sS(s=60,S=100)",42,4025.006,0.6605496968082288,0.92,1186.1428,1234.442
S1,"sS(s=60,S=65)",42,4290.426,0.5170870279220702,1.22,1212.1756,1251.692
S1,"sS(s=60,S=70)",42,4233.186,0.5442150895081358,1.1,1204.0264,1244.468
S1,"sS(s=60,S=75)",42,4183.836,0.5686054313753065,1.08,1197.5156,1239.6860000000001
S1,"sS(s=60,S=80)",42,4141.82,0.5906521017789351,1.12,1193.8136,1237.678
S1,"sS(s=60,S=85)",42,4103.86,0.6120423930971439,1.04,1188.0439999999999,1232.6019999999999
S1,"sS(s=60,S=90)",42,4078.67,0.6284456094696956,1.06,1186.5556,1232.142
S1,"sS(s=60,S=95)",42,4045.9559999999997,0.6470369046447725,0.98,1184.9472,1232.968
S1,"sS(s=65,S=100)",42,4020.942,0.6633383587947528,0.9,1187.0503999999999,1236.478
S1,"sS(s=65,S=70)",42,4232.1179999999995,0.544640042556987,1.08,1203.7264,1244.088
S1,"sS(s=65,S=75)",42,4182.014,0.5698594174544168,1.1,1197.1188,1238.854
S1,"sS(s=65,S=80)",42,4137.3279999999995,0.5924329423295255,1.02,1192.9872,1236.94
S1,"sS(s=65,S=85)",42,4100.92,0.6132468685129399,1.02,1188.1184,1232.138
S1,"sS(s=65,S=90)",42,4072.228,0.630997275660501,1.04,1185.9,1231.422
S1,"sS(s=65,S=95)",42,4045.768,0.648045869598731,0.96,1183.2572,1231.274
S1,"sS(s=70,S=100)",42,4015.692,0.6655527885691913,0.84,1185.4507999999998,1235.096
S1,"sS(s=70,S=75)",42,4180.356000000001,0.5705168119525542,1.1,1196.9668,1238.734
S1,"sS(s=70,S=80)",42,4135.452,0.5936297388194636,1.04,1192.7515999999998,1236.058
S1,"sS(s=70,S=85)",42,4097.204000000001,0.6147863589219809,1.02,1188.8051999999998,1233.2060000000001
S1,"sS(s=70,S=90)",42,4067.6420000000003,0.6329849476319909,1.04,1182.9324,1227.726
S1,"sS(s=70,S=95)",42,4042.7259999999997,0.6489713700112297,0.92,1181.8164,1228.424
S1,"sS(s=75,S=100)",42,4013.92,0.6670538834487008,0.84,1181.8788,1231.368
S1,"sS(s=75,S=80)",42,4134.134,0.5941758077089058,1.04,1192.3267999999998,1235.572
S1,"sS(s=75,S=85)",42,4094.1220000000003,0.6158062041494193,1.0,1187.9196,1232.306
S1,"sS(s=75,S=90)",42,4066.1620000000003,0.6341702708733998,1.04,1184.0072,1228.914
S1,"sS(s=75,S=95)",42,4039.39,0.6504631159429924,0.92,1183.2604,1230.428
S1,"sS(s=80,S=100)",42,4010.988,0.6684214453695045,0.82,1181.5364,1231.088
S1,"sS(s=80,S=85)",42,4093.04,0.6162326841254085,0.98,1186.9848,1231.146
S1,"sS(s=80,S=90)",42,4065.9179999999997,0.6343469120229551,1.04,1183.7084,1228.702
S1,"sS(s=80,S=95)",42,4035.466,0.6517861736268473,0.88,1182.8728,1230.33
S1,"sS(s=85,S=100)",42,4008.1040000000003,0.6691930888613288,0.8,1181.9308,1231.728
S1,"sS(s=85,S=90)",42,4063.0440000000003,0.635225931090982,1.04,1183.1756,1228.258
S1,"sS(s=85,S=95)",42,4033.236,0.6531389752942769,0.9,1182.0036,1229.412
S1,"sS(s=90,S=100)",42,4006.8320000000003,0.6700222484698507,0.8,1182.6568,1232.8419999999999
S1,"sS(s=90,S=95)",42,4032.862,0.6533202675307165,0.9,1180.9388,1228.372
S2,myopic,42,6331.414444589514,0.5853209830859618,1.9,1950.6624709887399,2035.9495887442527
S2,"sS(s=0,S=10)",42,8704.469312320249,0.09369776591574298,4.98,2476.1418953840907,2547.0166362164637
S2,"sS(s=0,S=100)",42,6633.685526546449,0.5060865126711618,2.72,2031.8410354670707,2119.133137811828
S2,"sS(s=0,S=15)",42,8502.875212471366,0.13154568768783947,4.26,2416.6532359950834,2486.7284103654874
S2,"sS(s=0,S=20)",42,8303.721995691842,0.1690604510122035,3.66,2356.891789620167,2426.209104992665
S2,"sS(s=0,S=25)",42,8119.397913375605,0.2039319948446352,3.34,2304.343606703698,2374.3611358413646
S2,"sS(s=0,S=30)",42,7942.774373355945,0.23713457948357966,3.3,2255.728271529091,2328.313849541261
S2,"sS(s=0,S=35)",42,7773.494549129232,0.26935862984769565,3.16,2211.463262298538,2284.862620575425
S2,"sS(s=0,S=40)",42,7616.571322316028,0.29965804852052436,3.12,2169.509738400585,2243.7059230141026
S2,"sS(s=0,S=45)",42,7486.2556256126545,0.32519551906152494,3.1,2144.8516202992987,2221.8239614795525
S2,"sS(s=0,S=50)",42,7362.429549705682,0.3491230860335779,3.14,2118.979706514747,2197.671153788717
S2,"sS(s=0,S=55)",42,7229.034898036634,0.37475856617967934,3.0,2094.861192719053,2174.37726917576
S2,"sS(s=0,S=60)",42,7146.654226119313,0.39340898822976866,2.92,2071.641466481583,2147.618217730005
S2,"sS(s=0,S=65)",42,7053.981800763933,0.4130532548824099,2.88,2043.899729155587,2118.997833266502
S2,"sS(s=0,S=70)",42,7000.656566671661,0.42597760207270213,2.78,2044.8860077156442,2124.7003037778522
S2,"sS(s=0,S=75)",42,6910.920928252829,0.44385767132942744,2.8,2023.2806876871014,2100.7959997868306
S2,"sS(s=0,S=80)",42,6845.134748926505,0.45832339863071786,2.74,2004.0405409845182,2081.4504115532986
S2,"sS(s=0,S=85)",42,6784.858478709761,0.4728942404500839,2.72,2006.8495009144597,2087.6642336070818
S2,"sS(s=0,S=90)",42,6737.069787897892,0.4846579345883956,2.74,2006.461258564037,2090.7675646551274
S2,"sS(s=0,S=95)",42,6665.624279774356,0.49668898938306244,2.7,2007.9268851288225,2096.745161716538
S2,"sS(s=10,S=100)",42,6580.113074180076,0.5184635594949377,2.6,2009.062296913567,2101.1677293639605
S2,"sS(s=10,S=15)",42,8500.704984450655,0.13201539906223514,4.24,2415.1571508680972,2485.0113444972903
S2,"sS(s=10,S=20)",42,8300.774929823645,0.16975996918118802,3.66,2356.4565369256093,2425.778039124468
S2,"sS(s=10,S=25)",42,8108.684549740661,0.20606313030820633,3.32,2300.3488067046997,2369.1521358426166
S2,"sS(s=10,S=30)",42,7930.029609020238,0.2397889146043945,3.28,2251.445654581023,2322.5365783561756
S2,"sS(s=10,S=35)",42,7762.858549129231,0.2718028894621817,3.16,2207.236462267051,2279.326620575425
S2,"sS(s=10,S=40)",42,7594.407322319007,0.3036740611722701,3.08,2165.0831384008047,2239.683923014102
S2,"sS(s=10,S=45)",42,7452.959625616042,0.3311737947573018,3.06,2132.7093350527853,2207.8589614779044
S2,"sS(s=10,S=50)",42,7320.453330542568,0.35749028879661227,2.96,2107.414667172636,2185.483153788301
S2,"sS(s=10,S=55)",42,7213.018203917924,0.378922904938797,3.02,2088.9956538933375,2169.918269172096
S2,"sS(s=10,S=60)",42,7086.853186911434,0.4034425858913409,2.82,2062.544799911853,2141.4723845572285
S2,"sS(s=10,S=65)",42,7007.248872149403,0.42189436052258084,2.84,2032.2359106210415,2109.678499788007
S2,"sS(s=10,S=70)",42,6923.078892828584,0.4400983183446754,2.72,2015.6436078413844,2089.2613039354947
S2,"sS(s=10,S=75)",42,6859.825690843266,0.4543768496144606,2.7,2007.357741145049,2084.308999938931
S2,"sS(s=10,S=80)",42,6823.024849559664,0.4651901600714959,2.64,2005.4964313100884,2082.4404115540838
S2,"sS(s=10,S=85)",42,6753.2304787231205,0.4799321226996824,2.64,1993.3400959619933,2071.649599461845
S2,"sS(s=10,S=90)",42,6679.157056112656,0.49689454350740514,2.68,1980.8122584672599,2060.0335644944375
S2,"sS(s=10,S=95)",42,6622.211501892925,0.5087100047011736,2.62,1993.4744878571842,2079.240161713021
S2,"sS(s=15,S=100)",42,6559.201514180284,0.5233512200052929,2.58,1986.6370569105422,2071.0949293617036
S2,"sS(s=15,S=20)",42,8300.090929823646,0.16988944984674284,3.66,2356.0245369256095,2425.238039124468
S2,"sS(s=15,S=25)",42,8106.125483872464,0.20658850880292948,3.32,2299.4615540101418,2368.4210699744194
S2,"sS(s=15,S=30)",42,7925.2566090232585,0.24076161281382288,3.26,2250.4040545820167,2321.0425783561755
S2,"sS(s=15,S=35)",42,7752.919549130483,0.2735701131423753,3.14,2205.002462268053,2276.921620576677
S2,"sS(s=15,S=40)",42,7586.548322320908,0.3051753285868906,3.06,2165.0519383693354,2239.6619230141023
S2,"sS(s=15,S=45)",42,7438.40992562006,0.3340773290339719,3.02,2129.630395052985,2205.4769614779043
S2,"sS(s=15,S=50)",42,7308.196330544447,0.36002984747396094,2.94,2101.2454671726364,2177.731153788301
S2,"sS(s=15,S=55)",42,7192.725531788144,0.3828777009607709,3.0,2081.195653894315,2160.9872691733185
S2,"sS(s=15,S=60)",42,7070.740422203334,0.4070271421780792,2.84,2058.5492469709784,2136.9103845572286
S2,"sS(s=15,S=65)",42,6974.710705486926,0.42764403763788733,2.78,2033.1381772879336,2111.621333121349
S2,"sS(s=15,S=70)",42,6911.123892827147,0.44270003388771445,2.74,2013.3866078408134,2087.552303934328
S2,"sS(s=15,S=75)",42,6839.3028229084375,0.4587066578082577,2.66,1998.4751411442423,2072.0449999389307
S2,"sS(s=15,S=80)",42,6777.470583333147,0.4734743547160226,2.6,1991.6509066346541,2066.505411709108
S2,"sS(s=15,S=85)",42,6731.109313438488,0.4845739838084862,2.54,1986.3206708168475,2064.229509647847
S2,"sS(s=15,S=90)",42,6652.0200561234615,0.5008812219793946,2.62,1981.1435969317808,2060.652564503969
S2,"sS(s=15,S=95)",42,6608.812113670193,0.5132414664610534,2.6,1980.0482383031165,2062.5278497310996
S2,"sS(s=20,S=100)",42,6540.270666828628,0.5281985581330457,2.54,1983.2857837923625,2066.4953379639787
S2,"sS(s=20,S=25)",42,8105.477483872464,0.20674465838479503,3.32,2299.7031540101416,2368.7810699744196
S2,"sS(s=20,S=30)",42,7922.48846401845,0.24132800405731866,3.26,2249.517201887459,2319.831512487978
S2,"sS(s=20,S=35)",42,7750.545549130483,0.27413890526842205,3.14,2203.668062268053,2275.2336205766774
S2,"sS(s=20,S=40)",42,7578.307322322159,0.30695071821037373,3.04,2160.411138369579,2233.6409230153545
S2,"sS(s=20,S=45)",42,7436.172925617039,0.33461640342074406,3.04,2127.7771950529846,2203.7969614779045
S2,"sS(s=20,S=50)",42,7296.894330544447,0.3618678747206362,2.94,2096.5923065164793,2172.343153788301
S2,"sS(s=20,S=55)",42,7173.360531795434,0.3866033905995536,2.9,2072.907586204137,2152.004269175109
S2,"sS(s=20,S=60)",42,7056.642422203464,0.40960782516960803,2.84,2052.796646970483,2131.6503845572283
S2,"sS(s=20,S=65)",42,6957.841705490871,0.43093342553043923,2.72,2032.2553772849724,2111.173333115285
S2,"sS(s=20,S=70)",42,6891.560631668849,0.4470558642503637,2.74,2008.4118450477713,2083.6214704437443
S2,"sS(s=20,S=75)",42,6821.41640543152,0.4626295502281369,2.68,1998.6425411431699,2074.0319999377643
S2,"sS(s=20,S=80)",42,6772.758747437178,0.47516347563001127,2.56,1987.1047394559223,2061.952411709878
S2,"sS(s=20,S=85)",42,6700.8031789551615,0.4903797423118931,2.54,1981.0289202345418,2057.900365803124
S2,"sS(s=20,S=90)",42,6656.553117519229,0.5023132707411561,2.54,1978.028596932056,2056.076564503969
S2,"sS(s=20,S=95)",42,6582.22054547069,0.5175092751636104,2.54,1981.6773459956507,2063.3728497326397
S2,"sS(s=25,S=100)",42,6515.246505118446,0.5336816150951902,2.54,1973.4714050497723,2053.822504630743
S2,"sS(s=25,S=30)",42,7921.244464018449,0.24160910407321473,3.26,2248.8776018874587,2319.069512487978
S2,"sS(s=25,S=35)",42,7746.334912640871,0.2749723523351243,3.14,2202.3195530763633,2273.580984087065
S2,"sS(s=25,S=40)",42,7577.85532232216,0.30715740345370723,3.04,2160.355538369579,2233.6409230153545
S2,"sS(s=25,S=45)",42,7427.913925618292,0.3362259993675167,3.02,2125.829195022517,2201.3879614791567
S2,"sS(s=25,S=50)",42,7291.673330547466,0.36297922891207784,2.92,2097.3259065164793,2173.809153788301
S2,"sS(s=25,S=55)",42,7165.162531799411,0.388292825753018,2.86,2069.8231862041366,2148.312269175109
S2,"sS(s=25,S=60)",42,7043.114080745519,0.4124858777508314,2.78,2047.381246969109,2126.8863845544347
S2,"sS(s=25,S=65)",42,6941.971881959401,0.4337954145975271,2.74,2028.4081166718563,2107.36017327145
S2,"sS(s=25,S=70)",42,6857.38463167284,0.45253566083675567,2.7,2007.7404450552265,2085.8124704548395
S2,"sS(s=25,S=75)",42,6806.546405434308,0.4656787557474587,2.64,1993.401941144929,2067.7949999389307
S2,"sS(s=25,S=80)",42,6732.175662298253,0.4822909141796442,2.5,1974.4069394544733,2050.3894117059176
S2,"sS(s=25,S=85)",42,6695.138759595695,0.49217892724832607,2.58,1974.964920235274,2048.7303658031237
S2,"sS(s=25,S=90)",42,6624.0711175210545,0.5077199745056523,2.5,1972.1123970553997,2050.1105646551314
S2,"sS(s=25,S=95)",42,6570.6108572999865,0.5208025619030068,2.52,1978.945395458263,2060.830161560561
S2,"sS(s=30,S=100)",42,6392.602595414585,0.554883074950831,2.4,1952.0480307171038,2035.9448551166015
S2,"sS(s=30,S=35)",42,7735.769731268685,0.27683121903603086,3.14,2200.5877530779576,2271.8104840897095
S2,"sS(s=30,S=40)",42,7556.984089787429,0.31084406430148925,3.04,2157.827485675084,2231.8688571472358
S2,"sS(s=30,S=45)",42,7394.061675623412,0.3422768779271341,2.98,2121.2201950233093,2197.4394614792745
S2,"sS(s=30,S=50)",42,7250.704997217652,0.37028552156089295,2.88,2091.7779065176064,2170.21415378971
S2,"sS(s=30,S=55)",42,7111.660031805857,0.3977510042901447,2.78,2062.5533862024,2142.3097691724292
S2,"sS(s=30,S=60)",42,6983.233210696056,0.42339546324092736,2.68,2039.357150926808,2121.765514502147
S2,"sS(s=30,S=65)",42,6861.310166965655,0.4478791019240795,2.66,2013.1156465950103,2093.074294809917
S2,"sS(s=30,S=70)",42,6771.922111682052,0.4674895242592856,2.56,1993.1887410549598,2073.3604704511163
S2,"sS(s=30,S=75)",42,6703.6510509643795,0.483698171591304,2.64,1981.7035085828152,2061.9549997798995
S2,"sS(s=30,S=80)",42,6636.396278810355,0.4997133653416779,2.44,1962.2163396001706,2042.2909997798995
S2,"sS(s=30,S=85)",42,6578.966877359668,0.5124171922830422,2.54,1957.9236564446433,2036.8183656353754
S2,"sS(s=30,S=90)",42,6514.001830853949,0.52852666821703,2.52,1971.1568422854712,2051.712540094531
S2,"sS(s=30,S=95)",42,6455.114405890976,0.5417519861381358,2.5,1961.2853614465848,2045.362744883476
S2,"sS(s=35,S=100)",42,6375.683595415999,0.5593216359989762,2.38,1947.7868307192994,2031.0758551215208
S2,"sS(s=35,S=40)",42,7555.065089790449,0.31120901022462777,3.02,2157.713085675084,2231.644857147236
S2,"sS(s=35,S=45)",42,7391.454609755216,0.3427966809235746,2.98,2120.1033423287518,2196.252395611077
S2,"sS(s=35,S=50)",42,7244.553997219162,0.3714439345953189,2.86,2088.5633065179086,2166.5241537897105
S2,"sS(s=35,S=55)",42,7104.328031810129,0.39917430263154835,2.74,2059.0103862038745,2138.228769173681
S2,"sS(s=35,S=60)",42,6979.684161515769,0.424382017625976,2.68,2037.4015509268079,2119.135514502147
S2,"sS(s=35,S=65)",42,6855.536166965655,0.44920051786090276,2.66,2009.154446596004,2089.250294811573
S2,"sS(s=35,S=70)",42,6761.507745458195,0.46972894403050847,2.56,1988.625964584378,2068.346470451116
S2,"sS(s=35,S=75)",42,6681.95405096658,0.48770280812355,2.62,1978.749308583255,2060.3409997798994
S2,"sS(s=35,S=80)",42,6620.458385604711,0.502762882884171,2.46,1959.091739598123,2038.2929997798994
S2,"sS(s=35,S=85)",42,6557.092660473228,0.5167424710245062,2.5,1948.7063794017815,2026.7266428600165
S2,"sS(s=35,S=90)",42,6496.559612672813,0.5307899900014968,2.44,1955.3975822910706,2037.1725401006436
S2,"sS(s=35,S=95)",42,6439.621552557006,0.5457247668062704,2.5,1955.2323614442168,2037.3877448794121
S2,"sS(s=40,S=100)",42,6294.527507977486,0.5759298997748872,2.38,1917.4074735120694,1999.182172549682
S2,"sS(s=40,S=45)",42,7381.691664259807,0.3444998085438746,2.98,2118.4236698963314,2194.724395611077
S2,"sS(s=40,S=50)",42,7223.860140362123,0.3751526927229492,2.82,2084.125828959882,2162.273087921513
S2,"sS(s=40,S=55)",42,7076.200545324941,0.40408209105614895,2.72,2053.423088907576,2133.169769174913
S2,"sS(s=40,S=60)",42,6936.443512870253,0.43193785220628045,2.64,2026.3668211975219,2108.274514501842
S2,"sS(s=40,S=65)",42,6813.195789150676,0.4573687918124245,2.64,2002.405780164153,2084.0899144750224
S2,"sS(s=40,S=70)",42,6711.489613313491,0.4789923829960776,2.56,1981.2606154897387,2062.9614704525493
S2,"sS(s=40,S=75)",42,6618.556720155076,0.49907376818788185,2.54,1965.1511906630813,2048.244999783123
S2,"sS(s=40,S=80)",42,6543.801096639109,0.5164689572445339,2.44,1946.0997201388673,2027.2492466246485
S2,"sS(s=40,S=85)",42,6471.954690978285,0.5329043624444031,2.48,1927.9937794056718,2008.7216428640727
S2,"sS(s=40,S=90)",42,6419.619082003948,0.5453846624179727,2.46,1935.8895822909922,2018.9155400998452
S2,"sS(s=40,S=95)",42,6352.479088606971,0.5614996696361882,2.48,1924.1539353023077,2006.5382845290872
S2,"sS(s=45,S=100)",42,6277.984014985221,0.5787971665370027,2.32,1901.8767081675285,1982.5467639433432
S2,"sS(s=45,S=50)",42,7221.472831720313,0.37561383815675237,2.82,2083.9050289598817,2162.183087921513
S2,"sS(s=45,S=55)",42,7073.211479456743,0.40467570557117655,2.72,2052.4814362130182,2132.202703306716
S2,"sS(s=45,S=60)",42,6931.3472954820745,0.4329473653393925,2.62,2025.1600211968146,2106.754514501842
S2,"sS(s=45,S=65)",42,6807.500890417074,0.4586059803244133,2.62,1997.7621801661326,2078.5119144774962
S2,"sS(s=45,S=70)",42,6696.062025469899,0.4816330672155005,2.52,1976.024764586898,2057.5594704525497
S2,"sS(s=45,S=75)",42,6611.825720158979,0.5004434352605498,2.48,1961.0195906655074,2042.526999786156
S2,"sS(s=45,S=80)",42,6525.361498217709,0.5194512734153754,2.42,1945.690680141706,2028.2085132967043
S2,"sS(s=45,S=85)",42,6455.065597650468,0.5358543324384724,2.42,1922.4369794048027,2002.3486428624456
S2,"sS(s=45,S=90)",42,6398.91408200793,0.5492070217016929,2.4,1919.3095822942694,1998.9845401039793
S2,"sS(s=45,S=95)",42,6341.414158307272,0.5639682780488969,2.46,1919.7099462609663,2002.4872982279776
S2,"sS(s=5,S=10)",42,8704.157312320249,0.09379725435060474,4.98,2476.1418953840907,2547.0166362164637
S2,"sS(s=5,S=100)",42,6586.4111329957295,0.5146331245428981,2.66,2026.4613086774875,2120.3097293639607
S2,"sS(s=5,S=15)",42,8501.38014660317,0.13187331218638892,4.26,2415.4087833005256,2485.2773444972904
