service_level,total_cost,scri_viol,VaR95,TVaR95,scenario,method,seed,episode,c_h,c_b,c_o,c_disruption,lambda_scri,scri_threshold,scri_mode,s,S
0.4337549933422104,4815.9,2,1317.24,1344.3,S1,"sS(s=10,S=60)",42,5,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.46267496111975115,4080.0,2,1166.84,1192.3,S1,"sS(s=10,S=60)",42,6,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.43131569409206233,4440.1,1,1219.8799999999999,1266.1,S1,"sS(s=10,S=60)",42,7,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.43233357717629844,4507.1,2,1338.18,1369.5,S1,"sS(s=10,S=60)",42,8,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4404074702886248,4754.8,0,1206.6,1209.0,S1,"sS(s=10,S=60)",42,9,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4486719310839914,4433.9,3,1190.14,1209.0,S1,"sS(s=10,S=60)",42,10,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4860335195530726,4212.0,0,1277.14,1349.4,S1,"sS(s=10,S=60)",42,11,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.45808488249736934,4420.6,0,1291.8799999999999,1351.6,S1,"sS(s=10,S=60)",42,12,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4433551198257081,4469.8,2,1269.94,1320.2,S1,"sS(s=10,S=60)",42,13,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.40711009174311924,4393.7,3,1174.8799999999999,1184.1,S1,"sS(s=10,S=60)",42,14,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4878917378917379,4341.3,3,1329.36,1388.0,S1,"sS(s=10,S=60)",42,15,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.437593423019432,4370.0,1,1365.1599999999999,1440.1,S1,"sS(s=10,S=60)",42,16,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.397887323943662,4766.6,2,1194.1999999999998,1207.1,S1,"sS(s=10,S=60)",42,17,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4249281609195402,4606.8,3,1237.4199999999998,1291.6,S1,"sS(s=10,S=60)",42,18,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4559386973180077,4122.7,2,1106.6,1128.0,S1,"sS(s=10,S=60)",42,19,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4259126700071582,4601.4,2,1384.1399999999999,1422.0,S1,"sS(s=10,S=60)",42,20,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.40389211334926595,4727.8,3,1373.36,1389.1,S1,"sS(s=10,S=60)",42,21,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.372107765451664,5286.5,1,1530.1399999999999,1578.0,S1,"sS(s=10,S=60)",42,22,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.3551336146272855,4984.3,3,1389.9399999999998,1442.8,S1,"sS(s=10,S=60)",42,23,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.5107219442458899,4274.5,1,1034.28,1036.6,S1,"sS(s=10,S=60)",42,24,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4590049053959355,4499.6,0,1201.3,1228.1,S1,"sS(s=10,S=60)",42,25,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.49962630792227203,4198.9,4,1176.0,1179.5,S1,"sS(s=10,S=60)",42,26,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4467736652472977,4938.3,3,1535.1200000000001,1567.9,S1,"sS(s=10,S=60)",42,27,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.5042735042735043,3891.1,0,1065.04,1114.5,S1,"sS(s=10,S=60)",42,28,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.47048170952553425,4212.0,0,1351.82,1454.4,S1,"sS(s=10,S=60)",42,29,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4668567355666429,4393.3,0,1028.48,1031.8,S1,"sS(s=10,S=60)",42,30,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4032531345306676,4922.3,0,1325.0,1348.0,S1,"sS(s=10,S=60)",42,31,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.44515669515669515,4420.6,0,1063.2,1071.0,S1,"sS(s=10,S=60)",42,32,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.3936718175128771,4491.8,1,1516.7399999999998,1634.1,S1,"sS(s=10,S=60)",42,33,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4556281213983865,4237.5,2,1261.52,1335.9,S1,"sS(s=10,S=60)",42,34,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.5040745052386496,3960.3,0,1058.66,1076.2,S1,"sS(s=10,S=60)",42,35,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4365430418509697,4812.7,2,1335.9199999999998,1387.0,S1,"sS(s=10,S=60)",42,36,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4892318736539842,4280.4,2,1195.02,1229.0,S1,"sS(s=10,S=60)",42,37,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.39318023660403617,4777.2,0,1428.1599999999999,1525.2,S1,"sS(s=10,S=60)",42,38,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4828850855745721,3931.7,1,1079.86,1085.1,S1,"sS(s=10,S=60)",42,39,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4562883435582822,4160.7,4,1138.78,1153.9,S1,"sS(s=10,S=60)",42,40,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4202486678507993,4561.8,0,1086.48,1090.3,S1,"sS(s=10,S=60)",42,41,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.3885675399795849,4996.4,1,1349.4,1374.0,S1,"sS(s=10,S=60)",42,42,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4766355140186916,4028.3,1,996.64,998.4,S1,"sS(s=10,S=60)",42,43,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.500875656742557,4354.8,0,1165.0,1210.0,S1,"sS(s=10,S=60)",42,44,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4277039848197344,4332.2,0,1212.92,1271.9,S1,"sS(s=10,S=60)",42,45,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.39430086149768057,5009.2,0,1502.1999999999998,1606.0,S1,"sS(s=10,S=60)",42,46,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.3988684582743989,4841.9,1,1377.8,1433.5,S1,"sS(s=10,S=60)",42,47,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.48196078431372547,3941.5,0,1065.82,1067.5,S1,"sS(s=10,S=60)",42,48,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4499640028797696,4592.9,8,1300.18,1360.2,S1,"sS(s=10,S=60)",42,49,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,60.0
0.4588235294117647,4345.2,3,1112.34,1115.0,S1,"sS(s=10,S=65)",42,0,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5114670549690572,4139.9,0,1089.98,1108.1,S1,"sS(s=10,S=65)",42,1,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.44417391304347825,4671.9,1,1467.6399999999999,1531.0,S1,"sS(s=10,S=65)",42,2,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4498333950388745,4417.6,0,1202.24,1225.7,S1,"sS(s=10,S=65)",42,3,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4934715821812596,4100.8,2,1225.34,1255.4,S1,"sS(s=10,S=65)",42,4,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.44873501997336884,4771.1,2,1269.3999999999999,1277.3,S1,"sS(s=10,S=65)",42,5,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.47433903576982894,4068.6,2,1177.48,1200.6,S1,"sS(s=10,S=65)",42,6,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4650235592606017,4364.1,1,1231.8799999999999,1278.6,S1,"sS(s=10,S=65)",42,7,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.422457937088515,4552.6,2,1362.54,1406.7,S1,"sS(s=10,S=65)",42,8,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.45568760611205433,4731.8,0,1218.8,1219.0,S1,"sS(s=10,S=65)",42,9,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4834888729361091,4287.5,3,1190.48,1206.3,S1,"sS(s=10,S=65)",42,10,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5232774674115456,4130.5,0,1252.14,1325.4,S1,"sS(s=10,S=65)",42,11,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.488249736934409,4358.6,0,1261.58,1307.6,S1,"sS(s=10,S=65)",42,12,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4760348583877996,4405.3,2,1257.94,1311.2,S1,"sS(s=10,S=65)",42,13,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.41284403669724773,4401.9,3,1167.1799999999998,1181.1,S1,"sS(s=10,S=65)",42,14,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5231481481481481,4252.9,3,1318.84,1384.1,S1,"sS(s=10,S=65)",42,15,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4712257100149477,4303.5,1,1351.9599999999998,1431.6,S1,"sS(s=10,S=65)",42,16,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.42922535211267604,4701.2,2,1163.3999999999999,1174.1,S1,"sS(s=10,S=65)",42,17,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.47988505747126436,4464.7,3,1233.4,1291.9,S1,"sS(s=10,S=65)",42,18,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.489272030651341,4051.0,2,1093.4,1109.0,S1,"sS(s=10,S=65)",42,19,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.45991410164638513,4510.3,1,1366.4,1392.0,S1,"sS(s=10,S=65)",42,20,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.41652441106179583,4702.3,3,1311.26,1314.6,S1,"sS(s=10,S=65)",42,21,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.36608557844690964,5339.2,2,1599.54,1679.0,S1,"sS(s=10,S=65)",42,22,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.3832630098452883,4935.8,3,1375.1399999999999,1429.3,S1,"sS(s=10,S=65)",42,23,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5275196568977841,4234.5,1,1027.52,1035.0,S1,"sS(s=10,S=65)",42,24,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4726699369306237,4479.4,0,1183.6,1199.6,S1,"sS(s=10,S=65)",42,25,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4790732436472347,4224.8,5,1227.6,1241.5,S1,"sS(s=10,S=65)",42,26,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4634785456927612,4890.9,3,1522.52,1560.9,S1,"sS(s=10,S=65)",42,27,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5233100233100233,3854.9,0,1124.94,1187.0,S1,"sS(s=10,S=65)",42,28,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5124954726548352,4090.6,0,1274.02,1354.4,S1,"sS(s=10,S=65)",42,29,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5021382751247327,4309.4,0,1000.56,1001.0,S1,"sS(s=10,S=65)",42,30,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.43409013893595394,4858.0,0,1313.4,1331.0,S1,"sS(s=10,S=65)",42,31,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.47435897435897434,4352.6,0,1067.16,1081.0,S1,"sS(s=10,S=65)",42,32,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4249448123620309,4429.8,1,1531.6399999999999,1661.1,S1,"sS(s=10,S=65)",42,33,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4660007683442182,4226.0,2,1240.44,1308.9,S1,"sS(s=10,S=65)",42,34,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.49243306169965073,4004.7,0,1001.9599999999999,1020.4,S1,"sS(s=10,S=65)",42,35,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.42667574004763525,4874.5,2,1330.22,1384.5,S1,"sS(s=10,S=65)",42,36,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4985642498205312,4294.5,2,1198.96,1201.3,S1,"sS(s=10,S=65)",42,37,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.40187891440501045,4777.6,0,1513.56,1636.2,S1,"sS(s=10,S=65)",42,38,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4959250203748981,3924.3,1,1057.4199999999998,1063.1,S1,"sS(s=10,S=65)",42,39,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4927147239263804,4081.2,4,1125.52,1139.9,S1,"sS(s=10,S=65)",42,40,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4511545293072824,4491.6,0,1148.4399999999998,1165.1,S1,"sS(s=10,S=65)",42,41,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4154474310990133,4951.0,1,1325.4,1341.5,S1,"sS(s=10,S=65)",42,42,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.48273059731816337,4049.8,1,1003.26,1011.1,S1,"sS(s=10,S=65)",42,43,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.5397548161120841,4201.7,0,1152.2,1194.0,S1,"sS(s=10,S=65)",42,44,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.43833017077798864,4315.6,0,1208.1200000000001,1263.4,S1,"sS(s=10,S=65)",42,45,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4194831013916501,4955.6,0,1485.0,1582.0,S1,"sS(s=10,S=65)",42,46,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4084158415841584,4846.9,1,1392.0,1457.5,S1,"sS(s=10,S=65)",42,47,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.49058823529411766,3960.8,0,1070.42,1070.5,S1,"sS(s=10,S=65)",42,48,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.48488120950323976,4509.4,8,1284.24,1350.7,S1,"sS(s=10,S=65)",42,49,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,65.0
0.4648956356736243,4355.6,3,1117.54,1125.0,S1,"sS(s=10,S=70)",42,0,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5478704040771751,3992.9,0,1066.1799999999998,1095.1,S1,"sS(s=10,S=70)",42,1,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.49982608695652175,4466.9,1,1387.3799999999999,1463.0,S1,"sS(s=10,S=70)",42,2,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4787115883006294,4365.8,0,1186.24,1212.2,S1,"sS(s=10,S=70)",42,3,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5299539170506913,4027.3,2,1208.04,1236.9,S1,"sS(s=10,S=70)",42,4,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4743675099866844,4725.2,2,1264.1,1276.3,S1,"sS(s=10,S=70)",42,5,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4821150855365474,4061.1,2,1191.48,1213.1,S1,"sS(s=10,S=70)",42,6,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.49401957230880755,4302.1,1,1243.8799999999999,1291.1,S1,"sS(s=10,S=70)",42,7,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.45354791514264814,4491.6,2,1339.14,1384.2,S1,"sS(s=10,S=70)",42,8,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.467572156196944,4719.1,0,1222.26,1229.0,S1,"sS(s=10,S=70)",42,9,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5183058147882269,4175.8,2,1132.18,1140.3,S1,"sS(s=10,S=70)",42,10,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5363128491620112,4112.2,0,1273.14,1356.4,S1,"sS(s=10,S=70)",42,11,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5001753770606805,4415.1,0,1231.28,1263.6,S1,"sS(s=10,S=70)",42,12,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5065359477124183,4347.4,2,1245.94,1302.2,S1,"sS(s=10,S=70)",42,13,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4445718654434251,4335.7,3,1186.08,1208.2,S1,"sS(s=10,S=70)",42,14,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5598290598290598,4145.9,2,1306.8,1384.6,S1,"sS(s=10,S=70)",42,15,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5048579970104634,4237.0,1,1338.7599999999998,1423.1,S1,"sS(s=10,S=70)",42,16,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.45492957746478874,4651.6,2,1135.3,1141.1,S1,"sS(s=10,S=70)",42,17,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4906609195402299,4440.1,1,1278.56,1342.6,S1,"sS(s=10,S=70)",42,18,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.49808429118773945,4045.5,2,1182.6,1218.0,S1,"sS(s=10,S=70)",42,19,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4924838940586972,4378.7,1,1342.92,1366.4,S1,"sS(s=10,S=70)",42,20,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.44656879481051553,4625.6,3,1290.12,1291.3,S1,"sS(s=10,S=70)",42,21,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.393026941362916,5280.2,2,1594.74,1674.0,S1,"sS(s=10,S=70)",42,22,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.41139240506329117,4887.3,3,1360.34,1415.8,S1,"sS(s=10,S=70)",42,23,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5650464617583989,4142.5,1,1027.72,1045.0,S1,"sS(s=10,S=70)",42,24,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5024526979677646,4416.1,0,1155.56,1171.1,S1,"sS(s=10,S=70)",42,25,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.48318385650224216,4249.5,5,1226.4,1237.5,S1,"sS(s=10,S=70)",42,26,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4945954798558795,4811.9,3,1506.52,1551.9,S1,"sS(s=10,S=70)",42,27,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5574980574980575,3780.6,0,1104.04,1158.5,S1,"sS(s=10,S=70)",42,28,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5219123505976095,4073.0,0,1248.22,1319.4,S1,"sS(s=10,S=70)",42,29,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5135424091233072,4293.7,0,997.44,1001.0,S1,"sS(s=10,S=70)",42,30,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4415452389020671,4863.5,0,1341.8,1364.0,S1,"sS(s=10,S=70)",42,31,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4415954415954416,4444.5,0,1082.06,1091.0,S1,"sS(s=10,S=70)",42,32,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.45474613686534215,4371.8,1,1546.5399999999997,1688.1,S1,"sS(s=10,S=70)",42,33,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.47406838263542067,4211.1,1,1227.44,1289.9,S1,"sS(s=10,S=70)",42,34,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5083430345362825,3976.2,0,1007.26,1022.9,S1,"sS(s=10,S=70)",42,35,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4117046614494726,4946.3,2,1411.1599999999999,1490.3,S1,"sS(s=10,S=70)",42,36,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5032304379038047,4334.5,3,1193.34,1214.1,S1,"sS(s=10,S=70)",42,37,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.43145441892832287,4714.1,0,1506.36,1627.2,S1,"sS(s=10,S=70)",42,38,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5024449877750611,3920.5,1,1119.3400000000001,1138.9,S1,"sS(s=10,S=70)",42,39,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5007668711656442,4068.0,3,1228.32,1265.9,S1,"sS(s=10,S=70)",42,40,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4650088809946714,4459.1,0,1100.34,1123.3,S1,"sS(s=10,S=70)",42,41,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4212317114664852,4964.8,1,1301.4,1309.0,S1,"sS(s=10,S=70)",42,42,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.48760666395774077,4084.5,2,1052.76,1057.8,S1,"sS(s=10,S=70)",42,43,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.5541155866900175,4171.7,0,1163.3999999999999,1208.0,S1,"sS(s=10,S=70)",42,44,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.47058823529411764,4251.9,0,1197.56,1247.7,S1,"sS(s=10,S=70)",42,45,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.45294897282968855,4797.6,0,1428.1999999999998,1508.5,S1,"sS(s=10,S=70)",42,46,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.43847241867043846,4784.9,1,1358.0,1423.5,S1,"sS(s=10,S=70)",42,47,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.4996078431372549,3958.1,0,1161.6599999999999,1181.8,S1,"sS(s=10,S=70)",42,48,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.49676025917926564,4557.0,8,1295.96,1341.2,S1,"sS(s=10,S=70)",42,49,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,70.0
0.47362428842504745,4352.2,4,1196.28,1211.6,S1,"sS(s=10,S=75)",42,0,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5795413178012377,3919.2,0,1057.3799999999999,1082.1,S1,"sS(s=10,S=75)",42,1,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.48591304347826086,4527.4,1,1248.48,1295.5,S1,"sS(s=10,S=75)",42,2,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.4620510921880785,4437.9,0,1226.04,1258.7,S1,"sS(s=10,S=75)",42,3,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5372503840245776,4031.5,2,1319.54,1379.4,S1,"sS(s=10,S=75)",42,4,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.4770306258322237,4745.7,2,1267.5,1275.3,S1,"sS(s=10,S=75)",42,5,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5151632970451011,3934.1,2,1205.48,1225.6,S1,"sS(s=10,S=75)",42,6,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5074302283436027,4277.3,1,1255.8799999999999,1303.6,S1,"sS(s=10,S=75)",42,7,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.4842721287490856,4365.1,2,1258.04,1289.8,S1,"sS(s=10,S=75)",42,8,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.4960950764006791,4649.2,0,1227.66,1239.0,S1,"sS(s=10,S=75)",42,9,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5279971284996411,4160.7,2,1149.02,1152.2,S1,"sS(s=10,S=75)",42,10,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.548975791433892,4026.2,0,1247.52,1297.4,S1,"sS(s=10,S=75)",42,11,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5317432479831637,4354.6,0,1200.98,1219.6,S1,"sS(s=10,S=75)",42,12,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5392156862745098,4279.0,2,1123.54,1155.2,S1,"sS(s=10,S=75)",42,13,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.4491590214067278,4332.1,3,1181.34,1193.5,S1,"sS(s=10,S=75)",42,14,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.495014245014245,4340.7,2,1363.6799999999998,1445.5,S1,"sS(s=10,S=75)",42,15,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5355007473841554,4179.0,1,1323.9599999999998,1410.1,S1,"sS(s=10,S=75)",42,16,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.44014084507042256,4706.1,2,1190.8999999999999,1211.6,S1,"sS(s=10,S=75)",42,17,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.49964080459770116,4432.4,1,1202.36,1252.6,S1,"sS(s=10,S=75)",42,18,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.5344827586206896,3962.0,2,1172.6,1203.0,S1,"sS(s=10,S=75)",42,19,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.4985683607730852,4371.9,0,1375.46,1408.9,S1,"sS(s=10,S=75)",42,20,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
0.4636394673950154,4639.6,3,1258.18,1272.9,S1,"sS(s=10,S=75)",42,21,0.1,2.0,1.0,5.0,10.0,0.7,indicator,10.0,75.0
